Time|s,zon.T|degC
232200,20.043604
233100,20.029322
234000,20.017756
234900,20.007929
235716.72,19.999994
235716.72,19.999994
235800,20.002253
236700,20.356623
237600,20.907343
238500,21.351892
239400,21.655207
240300,21.850733
241200,21.974573
241449.62,21.999994
241449.62,21.999994
242100,21.820154
243000,21.326105
243900,20.897821
244800,20.58938
245700,20.379633
246600,20.239862
247500,20.146997
248400,20.084864
249300,20.042566
250200,20.013056
250717.14,19.999994
250717.14,19.999994
251100,20.057734
252000,20.530024
252900,21.053888
253800,21.445368
254700,21.705744
255600,21.872187
256500,21.977503
256759.62,21.999994
256759.62,21.999994
257400,21.817225
258300,21.31634
259200,20.882288
260100,20.56988
261000,20.357538
261900,20.21609
262800,20.122187
263700,20.059381
264600,20.016687
265066,19.999994
265066,19.999994
265500,20.071405
266400,20.552912
267300,21.067316
268200,21.447992
269100,21.700342
270000,21.861506
270900,21.963495
271356.25,21.999994
271356.25,21.999994
271800,21.904016
272700,21.416132
273600,20.95376
274500,20.61358
275400,20.38061
276300,20.22503
277200,20.12176
278100,20.05285
279000,20.00619
279148.8,19.999994
279148.8,19.999994
279900,20.206903
280800,20.737177
281700,21.206934
282600,21.536829
283500,21.751612
284400,21.888056
285300,21.974543
285665.75,21.999994
285665.75,21.999994
286200,21.860315
287100,21.35763
288000,20.904627
288900,20.575861
289800,20.35232
290700,20.204126
291600,20.106745
292500,20.04275
293400,20.000544
293414.3,19.999994
293414.3,19.999994
294300,20.281824
295200,20.821375
296100,21.274622
297000,21.589228
297900,21.794764
298800,21.927149
299536.22,21.999994
299536.22,21.999994
299700,21.992426
300600,21.588129
301500,21.103815
302400,20.732203
303300,20.47558
304200,20.3052
305100,20.194025
306000,20.121912
306900,20.075098
307800,20.044489
308700,20.024164
309600,20.01034
310500,20.000666
310574.2,19.999994
310574.2,19.999994
311400,20.266443
312300,20.818567
313200,21.290583
314100,21.619318
315000,21.833368
315900,21.969934
316167.78,21.999994
316167.78,21.999994
316800,21.834284
317700,21.34646
318600,20.919458
319500,20.6112
320400,20.401392
321300,20.261469
322200,20.168482
323100,20.106134
324000,20.063623
324900,20.033838
325800,20.01217
326442.56,19.999994
326442.56,19.999994
326700,20.025843
327600,20.456934
328500,20.994318
329400,21.407343
330300,21.684504
331200,21.861963
332100,21.974054
332384.16,21.999994
332384.16,21.999994
333000,21.831415
333900,21.33343
334800,20.897028
335700,20.581842
336600,20.367212
337500,20.223993
338400,20.128717
339300,20.064814
340200,20.021112
340785.84,19.999994
340785.84,19.999994
341100,20.035547
342000,20.479364
342900,21.005396
343800,21.404596
344700,21.671198
345600,21.841486
346500,21.948847
347138.97,21.999994
347138.97,21.999994
347400,21.967676
348300,21.517603
349200,21.03271
350100,20.66598
351000,20.412256
351900,20.241968
352800,20.128565
353700,20.05276
354600,20.001276
354627,19.999994
354627,19.999994
355500,20.267694
356400,20.800135
357300,21.248713
358200,21.558558
359100,21.758783
360000,21.885218
360900,21.964716
361486.25,21.999994
361486.25,21.999994
361800,21.946955
362700,21.472437
363600,20.986536
364500,20.622553
365400,20.371119
366300,20.20202
367200,20.0888
368100,20.012323
368282.94,19.999994
368282.94,19.999994
369000,20.175318
369900,20.688623
370800,21.152613
371700,21.479486
372600,21.691797
373500,21.825861
374400,21.910059
375300,21.963465
376200,21.998224
376257.25,21.999994
376257.25,21.999994
377100,21.675776
378000,21.152185
378900,20.732843
379800,20.43905
380700,20.242792
381600,20.114527
382500,20.031702
382988.97,19.999994
382988.97,19.999994
383400,20.05575
384300,20.51977
385200,21.03161
386100,21.415857
387000,21.674646
387900,21.843744
388800,21.954676
389306,21.999994
389306,21.999994
389700,21.927668
390600,21.457117
391500,20.998285
392400,20.661066
393300,20.43255
394200,20.28277
395100,20.186121
396000,20.1242
396900,20.084589
397800,20.059076
398700,20.042383
399600,20.031061
400500,20.02273
401400,20.015985
402300,20.009912
403200,20.004084
403830.56,19.999994
403830.56,19.999994
404100,20.030878
405000,20.473139
405900,21.014948
406800,21.429956
407700,21.708155
408600,21.886255
409500,21.998743
409512.88,21.999994
409512.88,21.999994
410400,21.696894
411300,21.204187
412200,20.807703
413100,20.527887
414000,20.33877
414900,20.212702
415800,20.128565
416700,20.071741
417600,20.032495
418500,20.004541
418675.8,19.999994
418675.8,19.999994
419400,20.20141
420300,20.73678
421200,21.215204
422100,21.551722
423000,21.770502
423900,21.90893
424800,21.995935
424854.25,21.999994
424854.25,21.999994
425700,21.703058
426600,21.197657
427500,20.788294
428400,20.498743
429300,20.302729
430200,20.171839
431100,20.084253
432000,20.024836
432504.03,19.999994
432504.03,19.999994
432900,20.054743
433800,20.517878
434700,21.030237
435600,21.412104
436500,21.665186
437400,21.826136
438300,21.927118
439200,21.990564
439377.7,21.999994
439377.7,21.999994
440100,21.756525
441000,21.23791
441900,20.804285
442800,20.494776
443700,20.284449
444600,20.143702
445500,20.04931
446159.9,19.999994
446159.9,19.999994
446400,20.01217
447300,20.40661
448200,20.922998
449100,21.323023
450000,21.591516
450900,21.762781
451800,21.87008
452700,21.937128
453600,21.979242
454259.03,21.999994
454259.03,21.999994
454500,21.96377
455400,21.493647
456300,20.989923
457200,20.6094
458100,20.345942
459000,20.168787
459900,20.0505
460430.38,19.999994
460430.38,19.999994
460800,20.034296
461700,20.46615
462600,20.965357
463500,21.341883
464400,21.593561
465300,21.755457
466200,21.859156
467100,21.92663
468000,21.97204
468766.53,21.999994
468766.53,21.999994
468900,21.990137
469800,21.565088
470700,21.057917
471600,20.669703
472500,20.401636
473400,20.223078
474300,20.105677
475200,20.028742
475665.4,19.999994
475665.4,19.999994
476100,20.063745
477000,20.534021
477900,21.041437
478800,21.418543
479700,21.669458
480600,21.830256
481500,21.93249
482400,21.998041
482433.62,21.999994
482433.62,21.999994
483300,21.680689
484200,21.170465
485100,20.761805
486000,20.474543
486900,20.281183
487800,20.152826
488700,20.0675
489600,20.010004
489798.28,19.999994
489798.28,19.999994
490500,20.17727
491400,20.698145
492300,21.17074
493200,21.504175
494100,21.720697
495000,21.857111
495900,21.942225
496800,21.995356
496902.78,21.999994
496902.78,21.999994
497700,21.710169
498600,21.188684
499500,20.76275
500400,20.460413
501300,20.255
502200,20.117182
503100,20.024347
503407.2,19.999994
503407.2,19.999994
504000,20.114283
504900,20.60583
505800,21.082575
506700,21.424982
507600,21.648432
508500,21.789118
509400,21.876581
510300,21.930841
511200,21.964624
512100,21.985926
513000,21.999537
513037.53,21.999994
513037.53,21.999994
513900,21.650537
514800,21.116999
515700,20.691431
516600,20.391596
517500,20.188501
518400,20.052301
518869.34,19.999994
518869.34,19.999994
519300,20.045435
520200,20.48559
521100,20.970453
522000,21.33047
522900,21.56817
523800,21.71853
524700,21.812128
525600,21.870111
526500,21.906122
527400,21.928614
528300,21.942804
529200,21.95196
530100,21.958002
531000,21.962091
531900,21.96499
532800,21.967157
533700,21.968836
534600,21.97024
535500,21.97146
536400,21.972528
537300,21.973475
538200,21.97436
539100,21.975183
540000,21.975885
540900,21.976526
541800,21.977106
542700,21.977625
543600,21.978113
544500,21.978662
545400,21.979303
546300,21.980188
547200,21.98147
548100,21.983332
549000,21.985895
549900,21.989374
550800,21.99386
551700,21.999445
551779.4,21.999994
551779.4,21.999994
552600,21.673517
553500,21.139551
554400,20.712214
555300,20.413507
556200,20.214685
557100,20.085321
558000,20.002283
558031.4,19.999994
558031.4,19.999994
558900,20.250635
559800,20.775263
560700,21.22259
561600,21.535517
562500,21.741571
563400,21.875574
564300,21.96377
564805.6,21.999994
564805.6,21.999994
565200,21.921778
566100,21.441187
567000,20.975336
567900,20.632898
568800,20.40011
569700,20.246546
570600,20.146387
571500,20.080927
572400,20.037622
573300,20.008204
573619.75,19.999994
573619.75,19.999994
574200,20.13299
575100,20.651148
576000,21.150629
576900,21.509638
577800,21.744593
578700,21.893122
579600,21.985834
579784.25,21.999994
579784.25,21.999994
580500,21.773218
581400,21.264704
582300,20.83581
583200,20.528406
584100,20.31875
585000,20.177881
585900,20.08291
586800,20.017908
587117.8,19.999994
587117.8,19.999994
587700,20.119898
588600,20.620996
589500,21.106928
590400,21.456049
591300,21.683924
592200,21.827448
593100,21.91662
594000,21.971857
594703.5,21.999994
594703.5,21.999994
594900,21.977137
595800,21.525324
596700,21.01858
597600,20.632044
598500,20.363062
599400,20.18139
600300,20.05932
600909.4,19.999994
600909.4,19.999994
601200,20.01626
602100,20.418299
603000,20.921564
603900,21.306849
604800,21.563898
605700,21.727045
606600,21.828577
607500,21.891352
608400,21.930109
609300,21.954126
610200,21.96911
611100,21.97857
612000,21.984674
612900,21.988703
613800,21.99148
614700,21.993525
615600,21.99505
616500,21.996332
617400,21.9974
618300,21.998377
619200,21.999292
619912.8,21.999994
619912.8,21.999994
620100,21.973658
621000,21.50451
621900,20.984095
622800,20.588282
623700,20.313196
624600,20.127466
625500,20.00268
625523.9,19.999994
625523.9,19.999994
626400,20.224695
627300,20.723536
628200,21.147516
629100,21.440058
630000,21.627985
630900,21.745417
631800,21.81811
632700,21.863276
633600,21.891779
634500,21.910395
635400,21.923365
636300,21.933283
637200,21.941797
638100,21.949823
639000,21.957941
639900,21.966516
640800,21.975733
641700,21.985682
642600,21.996424
642886.9,21.999994
642886.9,21.999994
643500,21.795832
644400,21.264734
645300,20.810907
646200,20.488337
647100,20.272547
648000,20.132105
648900,20.042017
649518.1,19.999994
649518.1,19.999994
649800,20.021875
650700,20.4414
651600,20.964136
652500,21.36767
653400,21.641169
654300,21.819239
655200,21.934534
655955.5,21.999994
655955.5,21.999994
656100,21.99386
657000,21.590876
657900,21.10058
658800,20.723047
659700,20.461298
660600,20.28625
661500,20.170435
662400,20.0935
663300,20.04156
664200,20.005518
664369.2,19.999994
664369.2,19.999994
665100,20.201105
666000,20.733423
666900,21.208124
667800,21.54159
668700,21.758204
669600,21.895044
670500,21.98092
670772.25,21.999994
670772.25,21.999994
671400,21.814905
672300,21.30572
673200,20.863764
674100,20.54516
675000,20.328028
675900,20.182825
676800,20.08581
677700,20.02038
678067.44,19.999994
678067.44,19.999994
678600,20.10052
679500,20.594202
680400,21.088648
681300,21.447748
682200,21.683832
683100,21.833735
684000,21.928003
684900,21.987513
685154.4,21.999994
685154.4,21.999994
685800,21.795313
686700,21.275995
687600,20.830927
688500,20.511438
689400,20.294245
690300,20.149195
691200,20.052454
691894.9,19.999994
691894.9,19.999994
692100,20.007074
693000,20.386652
693900,20.90594
694800,21.312464
695700,21.586664
696600,21.762293
697500,21.87295
698400,21.942652
699300,21.986994
699661.4,21.999994
699661.4,21.999994
700200,21.843805
701100,21.323664
702000,20.859888
702900,20.523645
703800,20.294367
704700,20.14123
705600,20.03924
706072.06,19.999994
706072.06,19.999994
706500,20.054132
707400,20.509363
708300,21.006525
709200,21.375818
710100,21.62057
711000,21.776484
711900,21.874628
712800,21.93664
713700,21.976343
714502.9,21.999994
714502.9,21.999994
714600,21.994715
715500,21.579218
716400,21.061884
717300,20.661432
718200,20.382563
719100,20.195307
720000,20.070978
720749.8,19.999994
720749.8,19.999994
720900,19.99917
721800,20.344019
722700,20.860773
723600,21.27389
724500,21.555964
725400,21.739252
726300,21.857325
727200,21.934504
728100,21.986536
728396.44,21.999994
728396.44,21.999994
729000,21.816553
729900,21.301172
730800,20.85528
731700,20.536982
732600,20.323755
733500,20.184961
734400,20.096216
735300,20.040369
736200,20.005823
736408.6,19.999994
736408.6,19.999994
737100,20.18603
738000,20.722528
738900,21.212091
739800,21.561365
740700,21.792322
741600,21.942102
742087.1,21.999994
742087.1,21.999994
742500,21.929773
743400,21.469263
744300,21.019526
745200,20.687616
746100,20.461176
747000,20.31109
747900,20.21255
748800,20.147669
749700,20.104425
750600,20.074884
751500,20.05401
752400,20.038568
753300,20.026514
754200,20.016687
755100,20.008234
756000,20.000696
756089.06,19.999994
756089.06,19.999994
756900,20.257654
757800,20.808283
758700,21.281305
759600,21.610682
760500,21.824701
761400,21.96078
761758.9,21.999994
761758.9,21.999994
762300,21.874048
763200,21.390162
764100,20.949976
765000,20.629297
765900,20.410578
766800,20.264948
767700,20.168512
768600,20.104395
769500,20.061121
770400,20.031244
771300,20.009974
771839.44,19.999994
771839.44,19.999994
772200,20.052729
773100,20.521723
774000,21.050806
774900,21.448084
775800,21.712885
776700,21.88244
777600,21.989893
777710.2,21.999994
777710.2,21.999994
778500,21.744196
779400,21.245508
780300,20.834253
781200,20.542322
782100,20.344965
783000,20.2138
783900,20.126825
784800,20.068659
785700,20.029139
786600,20.00155
786660.8,19.999994
786660.8,19.999994
787500,20.263178
788400,20.806055
789300,21.268274
790200,21.589197
791100,21.79754
792000,21.929987
792717.2,21.999994
792717.2,21.999994
792900,21.988825
793800,21.57461
794700,21.088678
795600,20.715845
796500,20.457117
797400,20.283686
798300,20.168726
799200,20.09234
800100,20.04101
801000,20.005732
801182.1,19.999994
801182.1,19.999994
801900,20.19546
802800,20.728083
803700,21.206354
804600,21.543726
805500,21.76391
806400,21.90423
807300,21.993738
807380.6,21.999994
807380.6,21.999994
808200,21.720026
809100,21.217432
810000,20.809046
810900,20.521967
811800,20.330378
812700,20.205652
813600,20.125757
814500,20.075373
815400,20.044306
816300,20.025873
817200,20.015772
818100,20.011133
819000,20.010157
819900,20.011591
820800,20.014673
821700,20.018793
822600,20.023584
823500,20.028803
824400,20.034174
825300,20.039545
826200,20.044764
827100,20.049677
828000,20.054102
828900,20.057947
829800,20.061152
830700,20.063623
831600,20.065332
832500,20.066217
833400,20.066248
834300,20.065332
835200,20.063532
836100,20.060846
837000,20.057367
837900,20.053217
838800,20.048517
839700,20.04336
840600,20.037867
841500,20.032068
842400,20.026056
843300,20.01983
844200,20.013483
845100,20.006952
846000,20.00033
846043,19.999994
846043,19.999994
846900,20.283228
847800,20.835108
848700,21.30047
849600,21.622278
850500,21.83047
851400,21.962214
851759,21.999994
851759,21.999994
852300,21.872156
853200,21.385431
854100,20.942713
855000,20.619745
855900,20.39895
856800,20.251429
857700,20.153315
858600,20.08758
859500,20.04278
860400,20.011438
860819,19.999994
860819,19.999994
861300,20.09115
862200,20.588312
863100,21.099878
864000,21.474512
864900,21.721766
865800,21.879206
866700,21.97857
866962.9,21.999994
866962.9,21.999994
867600,21.816187
868500,21.3128
869400,20.876581
870300,20.562586
871200,20.349146
872100,20.206934
873000,20.112543
873900,20.049402
874800,20.006495
874970.56,19.999994
874970.56,19.999994
875700,20.197779
876600,20.728113
877500,21.202387
878400,21.536402
879300,21.754114
880200,21.89242
881100,21.980005
881378.06,21.999994
881378.06,21.999994
882000,21.819025
882900,21.311823
883800,20.870905
884700,20.55337
885600,20.33755
886500,20.19378
887400,20.098322
888300,20.034449
888984.25,19.999994
888984.25,19.999994
889200,20.01266
890100,20.410608
891000,20.939508
891900,21.35177
892800,21.63
893700,21.808893
894600,21.92251
895500,21.995173
895576,21.999994
895576,21.999994
896400,21.708033
897300,21.198816
898200,20.786554
899100,20.49679
900000,20.302881
900900,20.175806
901800,20.093287
902700,20.040003
903600,20.005915
903809.75,19.999994
903809.75,19.999994
904500,20.1849
905400,20.720636
906300,21.21029
907200,21.560297
908100,21.792688
909000,21.944391
909454.5,21.999994
909454.5,21.999994
909900,21.919275
910800,21.457087
911700,21.01507
912600,20.691706
913500,20.47317
914400,20.330439
915300,20.238855
916200,20.180689
917100,20.143976
918000,20.120752
918900,20.10583
919800,20.095942
920700,20.088923
921600,20.08346
922500,20.07873
923400,20.074244
924300,20.069727
925200,20.065088
926100,20.060266
927000,20.055292
927900,20.050226
928800,20.04513
929700,20.040003
930600,20.034937
931500,20.029871
932400,20.024866
933300,20.019861
934200,20.014887
935100,20.009943
936000,20.005
936900,20.000086
936914.25,19.999994
936914.25,19.999994
937800,20.301538
938700,20.85586
939600,21.318811
940500,21.638575
941400,21.846064
942300,21.978144
942497.75,21.999994
942497.75,21.999994
943200,21.799738
944100,21.309381
945000,20.891687
945900,20.592554
946800,20.389826
947700,20.255152
948600,20.16607
949500,20.106775
950400,20.066736
951300,20.039026
952200,20.01925
953100,20.00451
953430.25,19.999994
953430.25,19.999994
954000,20.133173
954900,20.655878
955800,21.162165
956700,21.52746
957600,21.767847
958500,21.921381
959190.06,21.999994
959190.06,21.999994
959400,21.98623
960300,21.571192
961200,21.093622
962100,20.72854
963000,20.475641
963900,20.306513
964800,20.194849
965700,20.121088
966600,20.072016
967500,20.038782
968400,20.01568
969243.25,19.999994
969243.25,19.999994
969300,20.000483
970200,20.336847
971100,20.885523
972000,21.33288
972900,21.63952
973800,21.837854
974700,21.964045
975053.75,21.999994
975053.75,21.999994
975600,21.868586
976500,21.380793
977400,20.939356
978300,20.618525
979200,20.400232
980100,20.255518
981000,20.160578
981900,20.098475
982800,20.057611
983700,20.03036
984600,20.011774
985397.4,19.999994
985397.4,19.999994
985500,20.003443
986400,20.367334
987300,20.917841
988200,21.360895
989100,21.66427
990000,21.861567
990900,21.98849
991004.75,21.999994
991004.75,21.999994
991800,21.753626
992700,21.265772
993600,20.863947
994500,20.580103
995400,20.389917
996300,20.265406
997200,20.184717
998100,20.132654
999000,20.099085
999900,20.077356
1000800,20.063105
1001700,20.053522
1002600,20.046778
1003500,20.041681
1004400,20.0375
1005300,20.033716
1006200,20.030085
1007100,20.026392
1008000,20.022547
1008900,20.018457
1009800,20.014093
1010700,20.009424
1011600,20.00448
1012382.94,19.999994
1012382.94,19.999994
1012500,20.005365
1013400,20.379358
1014300,20.931177
1015200,21.372095
1016100,21.672113
1017000,21.865442
1017900,21.98794
1018015.6,21.999994
1018015.6,21.999994
1018800,21.754694
1019700,21.261194
1020600,20.852106
1021500,20.560938
1022400,20.36358
1023300,20.231958
1024200,20.14422
1025100,20.085108
1026000,20.044428
1026900,20.015589
1027534.44,19.999994
1027534.44,19.999994
1027800,20.026514
1028700,20.457819
1029600,20.992182
1030500,21.402094
1031400,21.676844
1032300,21.852533
1033200,21.963312
1033621.4,21.999994
1033621.4,21.999994
1034100,21.89184
1035000,21.402338
1035900,20.945642
1036800,20.610346
1037700,20.380396
1038600,20.226252
1039500,20.123316
1040400,20.05401
1041300,20.006433
1041450.8,19.999994
1041450.8,19.999994
1042200,20.204859
1043100,20.733606
1044000,21.202143
1044900,21.530725
1045800,21.744043
1046700,21.878809
1047600,21.963465
1048169.06,21.999994
1048169.06,21.999994
1048500,21.942072
1049400,21.465723
1050300,20.983301
1051200,20.622889
1052100,20.374353
1053000,20.207514
1053900,20.096125
1054800,20.021173
1055132.4,19.999994
1055132.4,19.999994
1055700,20.111017
1056600,20.606897
1057500,21.0935
1058400,21.444788
1059300,21.675043
1060200,21.820948
1061100,21.91244
1062000,21.970026
1062702.2,21.999994
1062702.2,21.999994
1062900,21.97735
1063800,21.527613
1064700,21.023798
1065600,20.640528
1066500,20.375238
1067400,20.197748
1068300,20.0805
1069200,20.003351
1069249.2,19.999994
1069249.2,19.999994
1070100,20.242975
1071000,20.767084
1071900,21.215998
1072800,21.52978
1073700,21.735834
1074600,21.86944
1075500,21.95724
1076111.5,21.999994
1076111.5,21.999994
1076400,21.958216
1077300,21.499933
1078200,21.021967
1079100,20.665949
1080000,20.423853
1080900,20.265345
1081800,20.16366
1082700,20.099176
1083600,20.058619
1084500,20.033075
1085400,20.016779
1086300,20.006098
1087033.6,19.999994
1087033.6,19.999994
1087200,20.011377
1088100,20.410639
1089000,20.961512
1089900,21.396296
1090800,21.691706
1091700,21.882227
1092572.1,21.999994
1092572.1,21.999994
1092600,22.002314
1093500,21.6813
1094400,21.194574
1095300,20.806025
1096200,20.532312
1097100,20.347254
1098000,20.223719
1098900,20.140985
1099800,20.084803
1100700,20.045801
1101600,20.017786
1102348.9,19.999994
1102348.9,19.999994
1102500,20.007288
1103400,20.388636
1104300,20.930323
1105200,21.358698
1106100,21.648554
1107000,21.834406
1107900,21.951563
1108442,21.999994
1108442,21.999994
1108800,21.939508
1109700,21.470453
1110600,20.999537
1111500,20.64831
1112400,20.406305
1113300,20.244043
1114200,20.13595
1115100,20.063532
1116000,20.014246
1116335.6,19.999994
1116335.6,19.999994
1116900,20.1188
1117800,20.6253
1118700,21.1206
1119600,21.478205
1120500,21.712976
1121400,21.862146
1122300,21.95614
1122920.5,21.999994
1122920.5,21.999994
1123200,21.960382
1124100,21.50036
1125000,21.014643
1125900,20.648859
1126800,20.396143
1127700,20.226618
1128600,20.113733
1129500,20.038172
1130134.2,19.999994
1130134.2,19.999994
1130400,20.019587
1131300,20.432703
1132200,20.953669
1133100,21.35464
1134000,21.623926
1134900,21.796503
1135800,21.905664
1136700,21.97494
1137158,21.999994
1137158,21.999994
1137600,21.89593
1138500,21.395716
1139400,20.925226
1140300,20.579798
1141200,20.343287
1142100,20.185236
1143000,20.080103
1143900,20.009668
1144056.2,19.999994
1144056.2,19.999994
1144800,20.191614
1145700,20.71087
1146600,21.17428
1147500,21.500147
1148400,21.712244
1149300,21.846796
1150200,21.931879
1151100,21.986322
1151403.2,21.999994
1151403.2,21.999994
1152000,21.818933
1152900,21.300684
1153800,20.84939
1154700,20.524988
1155600,20.305323
1156500,20.159967
1157400,20.06457
1158300,20.001917
1158334.6,19.999994
1158334.6,19.999994
1159200,20.258936
1160100,20.78921
1161000,21.239191
1161900,21.552118
1162800,21.756372
1163700,21.887506
1164600,21.972284
1165000.5,21.999994
1165000.5,21.999994
1165500,21.87652
1166400,21.37884
1167300,20.923792
1168200,20.593225
1169100,20.369165
1170000,20.221857
1170900,20.126978
1171800,20.067072
1172700,20.029932
1173600,20.007074
1174001.2,19.999994
1174001.2,19.999994
1174500,20.102747
1175400,20.612513
1176300,21.13009
1177200,21.509485
1178100,21.761438
1179000,21.923395
1179625.1,21.999994
1179625.1,21.999994
1179900,21.973139
1180800,21.542536
1181700,21.074396
1182600,20.71969
1183500,20.474207
1184400,20.309443
1185300,20.199732
1186200,20.126307
1187100,20.07635
1188000,20.041529
1188900,20.016352
1189661.4,19.999994
1189661.4,19.999994
1189800,20.006128
1190700,20.382624
1191600,20.92602
1192500,21.357355
1193400,21.649744
1194300,21.837427
1195200,21.955835
1195681.8,21.999994
1195681.8,21.999994
1196100,21.917994
1197000,21.439142
1197900,20.97616
1198800,20.633448
1199700,20.39773
1200600,20.239588
1201500,20.133997
1202400,20.062952
1203300,20.014277
1203638.6,19.999994
1203638.6,19.999994
1204200,20.117517
1205100,20.623102
1206000,21.118128
1206900,21.475245
1207800,21.709162
1208700,21.85705
1209600,21.949457
1210361.5,21.999994
1210361.5,21.999994
1210500,21.992212
1211400,21.577295
1212300,21.074396
