Time|s,walCap.T|degC
1.90152e+07,21.477594
1.90161e+07,21.476374
1.9017e+07,21.475122
1.90179e+07,21.473871
1.90188e+07,21.47262
1.90197e+07,21.4714
1.90206e+07,21.470026
1.90215e+07,21.46847
1.90224e+07,21.466913
1.90233e+07,21.465265
1.90242e+07,21.463617
1.90251e+07,21.461939
1.9026e+07,21.460169
1.90269e+07,21.458399
1.90278e+07,21.456629
1.90287e+07,21.45492
1.90296e+07,21.453272
1.90305e+07,21.451746
1.90314e+07,21.450403
1.90323e+07,21.449213
1.90332e+07,21.448236
1.90341e+07,21.447443
1.9035e+07,21.446863
1.90359e+07,21.446466
1.90368e+07,21.446253
1.90377e+07,21.446161
1.90386e+07,21.446192
1.90395e+07,21.446405
1.90404e+07,21.446741
1.90413e+07,21.44723
1.90422e+07,21.4479
1.90431e+07,21.448664
1.9044e+07,21.449518
1.90449e+07,21.450525
1.90458e+07,21.451654
1.90467e+07,21.452845
1.90476e+07,21.454096
1.90485e+07,21.455408
1.90494e+07,21.456812
1.90503e+07,21.458155
1.90512e+07,21.459497
1.90521e+07,21.46084
1.9053e+07,21.462214
1.90539e+07,21.463617
1.90548e+07,21.465052
1.90557e+07,21.466455
1.90566e+07,21.46786
1.90575e+07,21.469263
1.90584e+07,21.470636
1.90593e+07,21.47201
1.90602e+07,21.473322
1.90611e+07,21.474329
1.9062e+07,21.475367
1.90629e+07,21.476282
1.90638e+07,21.477228
1.90647e+07,21.478052
1.90656e+07,21.478907
1.90665e+07,21.47964
1.90674e+07,21.480341
1.90683e+07,21.480951
1.90692e+07,21.4815
1.90701e+07,21.48202
1.9071e+07,21.482508
1.90719e+07,21.482935
1.90728e+07,21.483332
1.90737e+07,21.483576
1.90746e+07,21.483728
1.90755e+07,21.483759
1.90764e+07,21.483698
1.90773e+07,21.483576
1.90782e+07,21.483362
1.90791e+07,21.483057
1.908e+07,21.48269
1.90809e+07,21.482233
1.90818e+07,21.481684
1.90827e+07,21.481104
1.90836e+07,21.480402
1.90845e+07,21.47967
1.90854e+07,21.478876
1.90863e+07,21.478083
1.90872e+07,21.477228
1.90881e+07,21.476374
1.9089e+07,21.475458
1.90899e+07,21.474543
1.90908e+07,21.473566
1.90917e+07,21.47259
1.90926e+07,21.471552
1.90935e+07,21.470545
1.90944e+07,21.469507
1.90953e+07,21.46844
1.90962e+07,21.467371
1.90971e+07,21.466333
1.9098e+07,21.465265
1.90989e+07,21.464197
1.90998e+07,21.463099
1.91007e+07,21.462
1.91016e+07,21.46087
1.91025e+07,21.459711
1.91034e+07,21.458551
1.91043e+07,21.457392
1.91052e+07,21.456202
1.91061e+07,21.455011
1.9107e+07,21.45379
1.91079e+07,21.4526
1.91088e+07,21.45141
1.91097e+07,21.45025
1.91106e+07,21.44906
1.91115e+07,21.44787
1.91124e+07,21.44668
1.91133e+07,21.44546
1.91142e+07,21.44427
