Time|s,weaBus.TDryBul|degC,weaBus.HGloHor|W/m2
5133600,3.8999877,247.63078
5134500,3.8331542,254.7433
5135400,3.6,254
5136300,3.3668456,236.0546
5137200,3.300012,202.6636
5138100,3.425836,169.94081
5139000,3.6138244,154
5139900,3.7948852,156.9417
5140800,3.8999877,166.18976
5141700,3.904718,175.84294
5142600,3.8684936,180
5143500,3.8480163,175.35242
5144400,3.8999877,165.83122
5145300,4.0125976,156.39441
5146200,4.1348205,152
5147100,4.2646117,166.40945
5148000,4.3999877,197.89572
5148900,4.5415893,228.18413
5149800,4.690088,239
5150700,4.84353,224.32964
5151600,4.999994,197.55768
5152500,5.2400756,169.50688
5153400,5.5745177,151
5154300,5.896692,145.73796
5155200,6.1,145.84521
5156100,6.1231933,144.77986
5157000,6.0118346,136
5157900,5.8195434,112.75709
5158800,5.6,79.75332
5159700,5.3574767,47.622887
5160600,5.0685973,27
5161500,4.745416,16.411285
5162400,4.3999877,7.83781
5163300,3.8420653,2.0954287
5164200,3.0396972,0
5165100,2.2424865,0
5166000,1.7000061,0
5166900,1.8099915,0
5167800,2.4585814,0
5168700,3.1278625,0
5169600,3.300012,0
5170500,2.939447,0
5171400,2.454248,0
5172300,1.9919373,0
5173200,1.7000061,0
5174100,1.5433899,0
5175000,1.3899475,0
5175900,1.2415406,0
5176800,1.1,0
5177700,0.9601685,0
5178600,0.82293093,0
5179500,0.6992127,0
5180400,0.6,0
5181300,0.61898196,0
5182200,0.77559817,0
5183100,0.9694153,0
5184000,1.1,0
5184900,1.152948,0
5185800,1.1757141,0
5186700,1.1606079,0
5187600,1.1,0
5188500,0.90557253,0
5189400,0.57576907,0
5190300,0.23311767,0
5191200,-6.1035157e-06,0
5192100,-0.025793457,0
5193000,0.06875,0
5193900,0.12890014,0
5194800,-6.1035157e-06,0
5195700,-0.275,0
5196600,-0.5499939,0
5197500,-0.82498777,0
5198400,-1.1000122,0
5199300,-1.3750061,0
5200200,-1.65,0
5201100,-1.9249939,0
5202000,-2.199988,0
5202900,-2.2825685,0
5203800,-2.1034913,0
5204700,-1.8476623,0.95900977
5205600,-1.6999878,3.974026
5206500,-1.8632568,9.252029
5207400,-2.209021,17
5208300,-2.4252687,31.242289
5209200,-2.199988,54.594154
5210100,-1.65,85.14894
5211000,-1.1000122,121
5211900,-0.5499939,160.77939
5212800,-6.1035157e-06,202.8814
5213700,0.55001223,245.04271
5214600,1.1,285
5215500,1.6499878,323.72446
5216400,2.200006,361.9144
5217300,2.6458068,396.89713
5218200,2.9304748,426
5219100,3.1249022,448.96854
5220000,3.300012,468.81067
5220900,3.466638,487.7475
5221800,3.6053405,508
5222700,3.7413573,530.5948
5223600,3.8999877,554.3521
5224500,4.1870666,578.18335
5225400,4.57879,601
5226300,4.9061217,621.7054
5227200,4.999994,635.18445
5228100,4.885431,634.32135
5229000,4.723596,612
5229900,4.550012,575.7392
5230800,4.3999877,538.1437
5231700,4.274652,499.72626
5232600,4.1504455,461
5233500,4.0260253,421.39767
5234400,3.8999877,381.1035
5235300,3.7705932,341.75757
5236200,3.632196,305
5237100,3.4776855,273.2858
5238000,3.300012,246.42876
5238900,3.0015502,222.10736
5239800,2.5624938,198
5240700,2.0921874,173.376
5241600,1.7000061,149.02687
5242500,1.3781372,124.91429
5243400,1.0666748,101
5244300,0.7968689,77.048355
5245200,0.6,53.95687
5246100,0.4500061,33.38695
5247000,0.3000122,17
5247900,0.14998779,6.6140623
5248800,-6.1035157e-06,1.6291667
5249700,-0.15,0.0796875
5250600,-0.2999939,0
5251500,-0.4499878,0
5252400,-0.6000122,0
5253300,-0.76248777,0
5254200,-0.9249939,0
5255100,-1.0499939,0
5256000,-1.1000122,0
5256900,-1.1000122,0
5257800,-1.1000122,0
5258700,-1.1000122,0
5259600,-1.1000122,0
5260500,-1.1000122,0
5261400,-1.1000122,0
5262300,-1.1000122,0
5263200,-1.1000122,0
5264100,-1.034674,0
5265000,-0.8841003,0
5265900,-0.71646726,0
5266800,-0.6000122,0
5267700,-0.57443845,0
5268600,-0.6000122,0
5269500,-0.6255554,0
5270400,-0.6000122,0
5271300,-0.46790162,0
5272200,-0.26590577,0
5273100,-0.08096924,0
5274000,-6.1035157e-06,0
5274900,-6.1035157e-06,0
5275800,-6.1035157e-06,0
5276700,-6.1035157e-06,0
5277600,-6.1035157e-06,0
5278500,-6.1035157e-06,0
5279400,-6.1035157e-06,0
5280300,-6.1035157e-06,0
5281200,-6.1035157e-06,0
5282100,-6.1035157e-06,0
5283000,-6.1035157e-06,0
5283900,-6.1035157e-06,0
5284800,-6.1035157e-06,0
5285700,-6.1035157e-06,0
5286600,-6.1035157e-06,0
5287500,-6.1035157e-06,0
5288400,-6.1035157e-06,0
5289300,-0.0796875,0
5290200,-0.2624878,0
5291100,-0.4640564,1.135723
5292000,-0.6000122,3.9452615
5292900,-0.6575378,7.5321693
5293800,-0.67841184,11
5294700,-0.6600708,15.517627
5295600,-0.6000122,22.52086
5296500,-0.50113523,31.513664
5297400,-0.36817017,42
5298300,-0.20114747,73.04389
5299200,-6.1035157e-06,128.13263
5300100,0.25368652,183.40504
5301000,0.55001223,215
5301900,0.8463074,216.3368
5302800,1.1,205.01231
5303700,1.3164917,193.43166
5304600,1.5090882,194
5305500,1.6471497,207.1198
5306400,1.7000061,222.87488
5307300,1.7000061,238.19252
5308200,1.7000061,250
5309100,1.7000061,258.04657
5310000,1.7000061,263.84604
5310900,1.7000061,266.9725
5311800,1.7000061,267
5312700,1.7000061,257.9722
5313600,1.7000061,239.83981
5314500,1.619043,221.0375
5315400,1.434076,210
5316300,1.2321106,213.82594
5317200,1.1,226.71274
5318100,1.0744263,237.74316
5319000,1.1,236
5319900,1.1255738,223.04193
5320800,1.1,208.63081
5321700,0.9835144,194.15431
5322600,0.8159119,181
5323500,0.66533816,169.5311
5324400,0.6,158.61357
5325300,0.6,147.38927
5326200,0.6,135
5327100,0.6,119.30399
5328000,0.6,100.48513
5328900,0.6,81.1737
5329800,0.6,64
5330700,0.6,49.299595
5331600,0.6,36.02699
5332500,0.383844,24.74089
5333400,-0.11810913,16
5334300,-0.6859802,9.403846
5335200,-1.1000122,4.3589745
5336100,-1.3504089,1.1346154
5337000,-1.5539612,0
5337900,-1.6805176,0
5338800,-1.6999878,0
5339700,-1.581427,0
5340600,-1.3779358,0
5341500,-1.1854919,0
5342400,-1.1000122,0
5343300,-1.1000122,0
5344200,-1.1000122,0
5345100,-1.1000122,0
5346000,-1.1000122,0
5346900,-1.1000122,0
5347800,-1.1000122,0
5348700,-1.1000122,0
5349600,-1.1000122,0
5350500,-1.034674,0
5351400,-0.8841003,0
5352300,-0.71646726,0
5353200,-0.6000122,0
5354100,-0.5897583,0
5355000,-0.64090574,0
5355900,-0.6715759,0
5356800,-0.6000122,0
5357700,-0.4499878,0
5358600,-0.2999939,0
5359500,-0.15,0
5360400,-6.1035157e-06,0
5361300,0.14998779,0
5362200,0.3000122,0
5363100,0.4500061,0
5364000,0.6,0
5364900,0.74532473,0
5365800,0.8791748,0
5366700,0.9984375,0
5367600,1.1,0
5368500,0.9937378,0
5369400,0.6333252,0
5370300,0.2312561,0
5371200,-6.1035157e-06,0
5372100,-0.06040039,0
5373000,-0.086035155,0
5373900,-0.06867065,0
5374800,-6.1035157e-06,0
5375700,0.13555297,0
5376600,0.31444702,0
5377500,0.4861084,0.698989
5378400,0.6,2.6139705
5379300,0.62557375,5.4719667
5380200,0.6,9
5381100,0.5744263,13.980042
5382000,0.6,21.17472
5382900,0.69658816,30.282038
5383800,0.8310486,41
5384700,0.975,54.48425
5385600,1.1,70.285385
5386500,1.1423889,85.693825
5387400,1.1069885,98
5388300,1.0680786,107.6365
5389200,1.1,117.01213
5390100,1.4147583,126.38171
5391000,2.0805602,136
5391900,2.956079,145.90631
5392800,3.8999877,155.92256
5393700,5.428369,165.97754
5394600,7.553003,176
5395500,9.376123,184.35493
5396400,9.999994,190.79735
5397300,9.725,197.3411
5398200,9.4500065,206
5399100,9.175013,250.25075
5400000,8.899988,339.69757
5400900,8.624994,440.5456
5401800,8.35,519
5402700,8.0750065,568.45746
5403600,7.800012,601.3939
5404500,7.8265624,612.6334
5405400,8.187494,597
5406300,8.4797,523.0683
5407200,8.300013,398.4774
5408100,7.749994,276.64777
5409000,7.200006,211
5409900,6.6499877,191.25
5410800,6.1,171.5
5411700,5.550012,151.75
5412600,4.999994,132
5413500,4.450006,112.25
5414400,3.8999877,92.5
5415300,3.234613,72.75
5416200,2.4423156,53
5417100,1.6788574,36.373123
5418000,1.1,24.995
5418900,0.8322998,17.369375
5419800,0.77904665,12
5420700,0.7612854,7.45875
5421600,0.6,3.63
5422500,0.3015686,0.98625
5423400,-0.0030883788,0
5424300,-0.3062195,0
5425200,-0.6000122,0
5426100,-0.8955444,0
5427000,-1.1932739,0
5427900,-1.4693359,0
5428800,-1.6999878,0
5429700,-1.8648437,0
5430600,-1.9812378,0
5431500,-2.0820374,0
5432400,-2.199988,0
5433300,-2.3476624,0
5434200,-2.5062623,0
5435100,-2.6617188,0
5436000,-2.799994,0
5436900,-2.8575196,0
5437800,-2.8284059,0
5438700,-2.785071,0
5439600,-2.799994,0
5440500,-2.9036927,0
5441400,-3.049994,0
5442300,-3.1962953,0
5443200,-3.299994,0
5444100,-3.3255677,0
5445000,-3.299994,0
5445900,-3.2744203,0
5446800,-3.299994,0
5447700,-3.4321046,0
5448600,-3.6341004,0
5449500,-3.819037,0
5450400,-3.9,0
5451300,-3.9,0
5452200,-3.9,0
5453100,-3.9,0
5454000,-3.9,0
5454900,-3.9,0
5455800,-3.9,0
5456700,-3.9,0
5457600,-3.9,0
5458500,-3.9,0
5459400,-3.9,0
5460300,-3.9,0
5461200,-3.9,0
5462100,-3.9664063,0
5463000,-4.11875,0
5463900,-4.286719,0.49639422
5464800,-4.4,2.4903846
5465700,-4.442969,6.7391825
5466600,-4.4520936,14
5467500,-4.4351563,25.179384
5468400,-4.4,39.375793
5469300,-4.3128724,54.634304
5470200,-4.1676393,69
5471100,-4.0135865,80.49369
5472000,-3.9,89.96553
5472900,-3.9431825,99.7046
5473800,-4.1337037,112
5474700,-4.3324037,153.95032
5475600,-4.4,230.9476
5476500,-4.133368,312.7211
5477400,-3.6000123,369
5478300,-3.066626,399.692
5479200,-2.799994,424.9039
5480100,-2.8675904,444.66388
5481000,-3.0662904,459
5481900,-3.2568421,468.82144
5482800,-3.299994,474.72363
5483700,-3.1873841,476.264
5484600,-3.0349793,473
5485500,-2.890082,454.5666
5486400,-2.799994,420.408
5487300,-2.7864137,384.79538
5488200,-2.8106446,362
5489100,-2.8295655,370.317
5490000,-2.799994,401.475
5490900,-2.6861024,429.8955
5491800,-2.514441,430
5492700,-2.335547,397.73062
5493600,-2.199988,353.6947
5494500,-2.0938478,309.31143
5495400,-2.0139832,276
5496300,-2.0271058,254.61975
5497200,-2.199988,236.12173
5498100,-2.4750123,217.06287
5499000,-2.7500062,194
5499900,-3.025,161.3004
5500800,-3.299994,121.76364
5501700,-3.5984254,84.59507
5502600,-3.9125123,59
5503500,-4.1953187,44.38851
5504400,-4.4,33.442566
5505300,-4.549994,25.275337
5506200,-4.699988,19
5507100,-4.8500123,12.8671875
5508000,-5.000006,6.6875
5508900,-5.15,1.9140625
5509800,-5.299994,0
5510700,-5.449988,0
5511600,-5.6000123,0
5512500,-5.736731,0
5513400,-5.856238,0
5514300,-5.9726624,0
5515200,-6.1000123,0
5516100,-6.315863,0
5517000,-6.629767,0
5517900,-6.9538026,0
5518800,-7.199988,0
5519700,-7.3516603,0
5520600,-7.426459,0
5521500,-7.388037,0
5522400,-7.199988,0
5523300,-6.924994,0
5524200,-6.65,0
5525100,-6.375006,0
5526000,-6.1000123,0
5526900,-5.824988,0
5527800,-5.549994,0
5528700,-5.275,0
5529600,-5.000006,0
5530500,-4.7515626,0
5531400,-4.562506,0
5532300,-4.4421754,0
5533200,-4.4,0
5534100,-4.4,0
5535000,-4.4,0
5535900,-4.4,0
5536800,-4.4,0
5537700,-4.4,0
5538600,-4.4,0
5539500,-4.4,0
5540400,-4.4,0
5541300,-4.4,0
5542200,-4.4,0
5543100,-4.4,0
5544000,-4.4,0
5544900,-4.334143,0
5545800,-4.1827455,0
5546700,-4.01496,0
5547600,-3.9,0
5548500,-3.9647279,0
5549400,-4.1797547,0
5550300,-4.3799195,0
5551200,-4.4,0
5552100,-4.182898,3.387408
5553000,-3.8544068,13
5553900,-3.5237184,34.66387
5554800,-3.299994,67.29238
5555700,-3.172583,102.7747
5556600,-3.0524049,133
5557500,-2.931006,157.84694
5558400,-2.799994,182.61534
5559300,-2.6798158,207.32607
5560200,-2.5681825,232
5561100,-2.4224305,256.2889
5562000,-2.199988,280.10794
5562900,-1.9249939,303.873
5563800,-1.65,328
5564700,-1.3750061,377.41904
5565600,-1.1000122,456.58743
5566500,-0.82498777,535.21216
5567400,-0.5499939,583
5568300,-0.275,591.59106
5569200,-6.1035157e-06,582.88776
5570100,0.22265014,571.9906
5571000,0.3687378,574
5571900,0.48046264,593.76697
5572800,0.6,620.29895
5573700,0.735376,644.9315
5574600,0.86516726,659
5575500,0.98739016,661.6054
5576400,1.1,656.29944
5577300,1.1474854,641.0938
5578200,1.1194702,614
5579100,1.0817505,579.5104
5580000,1.1,543.2283
5580900,1.2113281,504.8321
5581800,1.378656,464
5582700,1.5566651,421.615
5583600,1.7000061,378.79727
5584500,1.7831665,335.5809
5585400,1.8108765,292
5586300,1.7831665,244.92015
5587200,1.7000061,194.28888
5588100,1.3720032,144.76315
5589000,0.7945801,101
5589900,0.24483642,68.99334
5590800,-6.1035157e-06,48.81179
5591700,-6.1035157e-06,36.224342
5592600,-6.1035157e-06,27
5593500,-6.1035157e-06,17.745117
5594400,-6.1035157e-06,9.0234375
5595300,-6.1035157e-06,2.540039
5596200,-6.1035157e-06,0
5597100,-6.1035157e-06,0
5598000,-6.1035157e-06,0
5598900,-0.0937561,0
5599800,-0.2999939,0
5600700,-0.5062622,0
5601600,-0.6000122,0
5602500,-0.6000122,0
5603400,-0.6000122,0
5604300,-0.6000122,0
5605200,-0.6000122,0
5606100,-0.6000122,0
5607000,-0.6000122,0
5607900,-0.6000122,0
5608800,-0.6000122,0
5609700,-0.6000122,0
5610600,-0.6000122,0
5611500,-0.6000122,0
5612400,-0.6000122,0
5613300,-0.61405027,0
5614200,-0.63748777,0
5615100,-0.6421875,0
5616000,-0.6000122,0
5616900,-0.4921936,0
5617800,-0.3375,0
5618700,-0.16406861,0
5619600,-6.1035157e-06,0
5620500,0.16405639,0
5621400,0.3374878,0
5622300,0.4921814,0
5623200,0.6,0
5624100,0.6421753,0
5625000,0.6375061,0
5625900,0.6140686,0
5626800,0.6,0
5627700,0.6,0
5628600,0.6,0
5629500,0.6,0
5630400,0.6,0
5631300,0.6,0
5632200,0.6,0
5633100,0.6,0
5634000,0.6,0
5634900,0.6,0
5635800,0.6,0
5636700,0.6,0.48958334
5637600,0.6,1.8888888
5638500,0.6,4.09375
5639400,0.6,7
5640300,0.6,16.261147
5641200,0.6,33.474167
5642100,0.678125,52.450108
5643000,0.85,67
5643900,1.021875,69.84619
5644800,1.1,64.64929
5645700,1.1,61.627743
5646600,1.1,71
5647500,1.1,94.277504
5648400,1.1,123.098045
5649300,1.1,152.86955
5650200,1.1,179
5651100,1.1,201.58897
5652000,1.1,223.37473
5652900,1.3538452,243.72311
5653800,1.96026,262
5654700,2.6865478,277.03238
5655600,3.300012,287.80655
5656500,3.8353515,293.92746
5657400,4.389734,295
5658300,4.8242736,290.35587
5659200,4.999994,282.03235
5660100,4.999994,273.69263
5661000,4.999994,269
5661900,4.999994,268.27982
5662800,4.999994,268.64423
5663700,4.999994,268.93652
5664600,4.999994,268
5665500,4.999994,265.38083
5666400,4.999994,261.45203
5667300,5.093744,256.29724
5668200,5.300012,250
5669100,5.50625,241.15675
5670000,5.6,228.5919
5670900,5.6,212.73111
5671800,5.6,194
5672700,5.6,169.78282
5673600,5.6,140.44525
5674500,5.6,110.885056
5675400,5.6,86
5676300,5.6,65.922874
5677200,5.6,48.042553
5678100,5.6,33.140957
5679000,5.6,22
5679900,5.6,13.5
5680800,5.6,6.5
5681700,5.6,1.75
5682600,5.6,0
5683500,5.6,0
5684400,5.6,0
5685300,5.6,0
5686200,5.6,0
5687100,5.6,0
5688000,5.6,0
5688900,5.771875,0
5689800,6.1499877,0
5690700,6.528131,0
5691600,6.700006,0
5692500,6.700006,0
5693400,6.700006,0
5694300,6.700006,0
5695200,6.700006,0
5696100,6.700006,0
5697000,6.700006,0
5697900,6.700006,0
5698800,6.700006,0
5699700,6.6244445,0
5700600,6.448541,0
5701500,6.248346,0
5702400,6.1,0
5703300,6.0969787,0
5704200,6.1889586,0
5705100,6.2364745,0
5706000,6.1,0
5706900,5.825006,0
5707800,5.550012,0
5708700,5.2749877,0
5709600,4.999994,0
5710500,4.725,0
5711400,4.450006,0
5712300,4.175012,0
5713200,3.8999877,0
5714100,3.6249938,0
5715000,3.35,0
5715900,3.075006,0
5716800,2.800012,0
5717700,2.5869994,0
5718600,2.457025,0
5719500,2.348535,0
5720400,2.200006,0
5721300,1.9499146,0
5722200,1.6304566,0
5723100,1.3207947,2.1640625
5724000,1.1,7.8541665
5724900,1.0008789,15.8671875
5725800,0.9857117,25
5726700,1.0276734,37.65505
5727600,1.1,57.621796
5728500,1.184259,85.77764
5729400,1.296106,123
5730300,1.4598938,172.98444
5731200,1.7000061,232.82709
5732100,2.050714,293.5062
5733000,2.4822326,346
5733900,2.9226317,390.8424
5734800,3.300012,434.0192
5735700,3.5925841,474.68637
5736600,3.85,512
5737500,4.1074157,545.9839
5738400,4.3999877,577.1848
5739300,4.753534,605.5434
5740200,5.162561,631
5741100,5.6153197,653.0287
5742000,6.1,671.34064
5742900,6.740442,686.23224
5743800,7.544458,698
5744700,8.326258,706.1902
5745600,8.899988,710.2025
5746500,9.271845,710.1136
5747400,9.575434,706
5748300,9.816309,697.96454
5749200,9.999994,685.75586
5750100,10.155481,668.91925
5751000,10.307642,647
5751900,10.455988,621.13916
5752800,10.6,592.4833
5753700,10.757807,560.5857
5754600,10.920832,525
5755500,11.048426,486.7036
5756400,11.1,446.95493
5757300,11.047113,405.7288
5758200,10.917322,363
5759100,10.7538395,317.54453
5760000,10.6,269.60724
5760900,10.533655,221.36635
5761800,10.507685,175
5762700,10.377893,131.52238
5763600,9.999994,92.012695
5764500,9.4500065,58.74666
5765400,8.899988,34
5766300,8.35,17.590279
5767200,7.800012,7.1358023
5768100,7.249994,1.613426
5769000,6.700006,0
5769900,6.1499877,0
5770800,5.6,0
5771700,5.2484374,0
5772600,5.1625,0
5773500,5.1453185,0
5774400,4.999994,0
5775300,4.725,0
5776200,4.450006,0
5777100,4.175012,0
5778000,3.8999877,0
5778900,3.6249938,0
5779800,3.35,0
5780700,3.075006,0
5781600,2.800012,0
5782500,2.6646361,0
5783400,2.7140746,0
5784300,2.8064513,0
5785200,2.800012,0
5786100,2.6846251,0
5787000,2.5454955,0
5787900,2.3835998,0
5788800,2.200006,0
5789700,1.9447266,0
5790600,1.621698,0
5791500,1.3128296,0
5792400,1.1,0
5793300,1.0369812,0
5794200,1.0694519,0
5795100,1.1171814,0
5796000,1.1,0
5796900,1.0160156,0
5797800,0.9107605,0
5798700,0.7751404,0
5799600,0.6,0
5800500,0.33828124,0
5801400,-6.1035157e-06,0
5802300,-0.33829346,0
5803200,-0.6000122,0
5804100,-0.77512205,0
5805000,-0.9107727,0
5805900,-1.0160278,0
5806800,-1.1000122,0
5807700,-1.1590942,0
5808600,-1.1811584,0
5809500,-1.1626648,1.3493303
5810400,-1.1000122,5.764881
5811300,-0.96680295,13.797991
5812200,-0.73905027,26
5813100,-0.41678467,45.934578
5814000,-6.1035157e-06,75.43863
5814900,0.5251099,112.47337
5815800,1.1195313,155
5816700,1.704187,201.01645
5817600,2.200006,248.7009
5818500,2.6249938,296.28488
5819400,3.050012,342
5820300,3.475,385.81787
5821200,3.8999877,428.7398
5822100,4.325006,470.54187
5823000,4.749994,511
5823900,5.175012,548.17706
5824800,5.6,580.844
5825700,6.015863,609.83887
5826600,6.4173217,636
5827500,6.810083,658.55817
5828400,7.200006,676.5482
5829300,7.5276732,690.51416
5830200,7.7750793,701
5831100,8.009943,708.02826
5832000,8.300013,711.0649
5832900,8.8024845,709.81903
5833800,9.491419,704
5834700,10.159662,693.8608
5835600,10.6,679.8313
5836500,10.817041,661.88617
5837400,10.9630375,640
5838300,11.052546,615.26825
5839200,11.1,588.08057
5840100,11.1112,557.3526
5841000,11.098566,522
5841900,11.086695,482.94406
5842800,11.1,442.04376
5843700,11.211359,399.6216
5844600,11.412867,356
5845500,11.607965,310.18268
5846400,11.7000065,262.26767
5847300,11.629908,214.21883
5848200,11.413111,168
5849100,11.064722,125.17262
5850000,10.6,87.19285
5850900,10.065485,55.86665
5851800,9.500788,33
5852700,8.9107,17.699127
5853600,8.300013,7.4825583
5854500,7.6,1.7747093
5855400,6.827783,0
5856300,6.1166625,0
5857200,5.6,0
5858100,5.2544494,0
5859000,4.9535766,0
5859900,4.675897,0
5860800,4.3999877,0
5861700,4.1169677,0
5862600,3.8357177,0
5863500,3.5616088,0
5864400,3.300012,0
5865300,3.1307921,0
5866200,3.0607238,0
5867100,2.9852538,0
5868000,2.800012,0
5868900,2.5249877,0
5869800,2.2499938,0
5870700,1.975,0
5871600,1.7000061,0
5872500,1.4250122,0
5873400,1.1499878,0
5874300,0.8749939,0
5875200,0.6,0
5876100,0.35411987,0
5877000,0.16930541,0
5877900,0.04985962,0
5878800,-6.1035157e-06,0
5879700,0.072625734,0
5880600,0.2573181,0
5881500,0.46334228,0
5882400,0.6,0
5883300,0.6269165,0
5884200,0.6,0
5885100,0.5730835,0
5886000,0.6,0
5886900,0.7919861,0
5887800,1.1318604,0
5888700,1.4807984,0
5889600,1.7000061,0
5890500,1.6335694,0
5891400,1.364801,0
5892300,1.1136414,0
5893200,1.1,0
5894100,1.3354126,0
5895000,1.6410462,0
5895900,1.9511658,1.625
5896800,2.200006,6.5
5897700,2.3700194,14.625
5898600,2.507135,26
5899500,2.6406493,43.35294
5900400,2.800012,68.94118
5901300,3.0276122,102.05882
5902200,3.3582091,142
5903100,3.8097167,186.27762
5904000,4.3999877,231.95602
5904900,5.40896,277.6564
5905800,6.841577,322
5906700,8.3034,364.90634
5907600,9.399988,407.2113
5908500,10.13537,448.9106
5909400,10.811792,490
5910300,11.482325,528.9807
5911200,12.2000065,563.58215
5912100,13.055017,592.6425
5913000,14.00445,615
5913900,14.901667,629.91547
5914800,15.6,638.7392
5915700,15.878077,643.44336
5916600,15.791529,646
5917500,15.609217,647.2347
5918400,15.6,646.65216
5919300,15.848597,644.2435
5920200,16.187647,640
5921100,16.507868,632.5785
5922000,16.700006,619.78986
5922900,16.58587,600.3563
5923800,16.212336,573
5924700,15.807611,532.9126
5925600,15.6,482.5106
5926500,15.804865,431.3533
5927400,16.27099,389
5928300,16.67663,356.31445
5929200,16.700006,326.10345
5930100,16.331263,295.84073
5931000,15.85,263
5931900,15.368738,224.2154
5932800,14.999994,181.21288
5933700,14.725,139.10393
5934600,14.4500065,103
5935500,14.175013,75.28818
5936400,13.899988,54.16607
5937300,13.624994,38.460926
5938200,13.35,27
5939100,13.0750065,17.308277
5940000,12.800013,8.635135
5940900,12.575769,2.3944256
5941800,12.427088,0
5942700,12.314844,0
5943600,12.2000065,0
5944500,12.07345,0
5945400,11.9500065,0
5946300,11.826563,0
5947200,11.7000065,0
5948100,11.563684,0
5949000,11.415613,0
5949900,11.25976,0
5950800,11.1,0
5951700,10.837885,0
5952600,10.469782,0
5953500,10.141809,0
5954400,9.999994,0
5955300,9.999994,0
5956200,9.999994,0
5957100,9.999994,0
5958000,9.999994,0
5958900,9.999994,0
5959800,9.999994,0
5960700,9.999994,0
5961600,9.999994,0
5962500,9.9461,0
5963400,9.806238,0
5964300,9.613276,0
5965200,9.399988,0
5966100,9.147364,0
5967000,8.847162,0
5967900,8.548365,0
5968800,8.300013,0
5969700,8.144312,0
5970600,8.050013,0
5971500,7.9556823,0
5972400,7.800012,0
5973300,7.5516295,0
5974200,7.252832,0
5975100,6.9526305,0
5976000,6.700006,0
5976900,6.502069,0
5977800,6.3346496,0
5978700,6.1999145,0
5979600,6.1,0
5980500,6.039911,0
5981400,6.0216002,0
5982300,6.0424743,0
5983200,6.1,0
5984100,6.2154784,2.5111606
5985000,6.382959,10
5985900,6.558954,22.035715
5986800,6.700006,36.142857
5987700,6.7446837,50.92857
5988600,6.7101073,65
5989500,6.670465,77.69375
5990400,6.700006,89.85
5991300,6.999994,102.33125
5992200,7.544458,116
5993100,8.066675,135.07639
5994000,8.300013,160.32036
5994900,8.226374,187.40414
5995800,8.062006,212
5996700,7.8916564,234.0146
5997600,7.800012,255.04631
5998500,7.7758117,273.30487
5999400,7.7595763,287
6000300,7.7635436,293.31503
6001200,7.800012,293.60675
6002100,7.872583,292.3451
6003000,7.978418,294
6003900,8.12002,302.88937
6004800,8.300013,315.68518
6005700,8.544519,325.38843
6006600,8.843744,325
6007500,9.146082,316.0528
6008400,9.399988,305.2414
6009300,9.597956,293.30927
6010200,9.765345,281
6011100,9.90008,268.75
6012000,9.999994,256.5
6012900,10.055384,244.25
6013800,10.065912,232
6014700,10.043451,219.75
6015600,9.999994,207.5
6016500,9.878138,195.25
6017400,9.675013,183
6018300,9.484369,160.47356
6019200,9.399988,125.09615
6020100,9.484369,88.42067
6021000,9.675013,62
6021900,9.878138,45.800884
6022800,9.999994,32.328003
6023700,10.024805,21.94112
6024600,10.016169,15
6025500,9.999445,9.788448
6026400,9.999994,4.950843
6027300,10.190607,1.387816
6028200,10.540644,0
6029100,10.7703495,0
6030000,10.6,0
6030900,9.899286,0
6031800,8.870081,0
6032700,7.730829,0
6033600,6.700006,0
6034500,5.740045,0
6035400,4.760614,0
6036300,3.9008422,0
6037200,3.300012,0
6038100,3.0837035,0
6039000,3.1482177,0
6039900,3.288629,0
6040800,3.300012,0
6041700,3.180902,0
6042600,3.0621886,0
6043500,2.9374022,0
6044400,2.800012,0
6045300,2.6499877,0
6046200,2.4958434,0
6047100,2.3437438,0
6048000,2.200006,0
6048900,2.0686278,0
6049800,1.9455506,0
6050700,1.8246704,0
6051600,1.7000061,0
6052500,1.557367,0
6053400,1.3982178,0
6054300,1.2399536,0
6055200,1.1,0
6056100,1.0384766,0
6057000,1.0609375,0
6057900,1.1029297,0
6058800,1.1,0
6059700,1.0033203,0
6060600,0.847406,0
6061500,0.69277346,0
6062400,0.6,0
6063300,0.6625,0
6064200,0.85,0
6065100,1.0375,0
6066000,1.1,0
6066900,1.0128723,0
6067800,0.8676392,0
6068700,0.71358645,1.7125
6069600,0.6,7.4
6070500,0.49422607,17.8875
6071400,0.39486083,34
6072300,0.39806518,58.238953
6073200,0.6,91.18721
6074100,0.9578186,130.79185
6075000,1.3541809,175
6075900,1.7734314,222.30814
6076800,2.200006,271.32947
6077700,2.6249938,320.18604
6078600,3.050012,367
6079500,3.475,411.61874
6080400,3.8999877,454.98334
6081300,4.325006,496.85626
6082200,4.749994,537
6083100,5.175012,573.6021
6084000,5.6,605.5722
6084900,5.959375,633.7562
6085800,6.225,659
6086700,6.453119,680.8575
6087600,6.700006,698.5644
6088500,6.975,712.4891
6089400,7.249994,723
6090300,7.5249877,729.64594
6091200,7.800012,732.129
6092100,8.001703,731.04755
6093000,8.1045475,727
6093900,8.180109,720.54736
6094800,8.300013,710.0409
6095700,8.551142,692.7639
6096600,8.895441,666
6097500,9.217035,631.5593
6098400,9.399988,593.6545
6099300,9.40893,553.17236
6100200,9.307154,511
6101100,9.126795,467.68756
6102000,8.899988,423.3053
