Time|s,walCap.T|degC,zon.T|degC
1.27917e+07,33.508232,33.513878
1.27926e+07,33.503716,33.509483
1.27935e+07,33.499138,33.504997
1.27944e+07,33.4945,33.50045
1.27953e+07,33.48986,33.495872
1.27962e+07,33.48519,33.491234
1.27971e+07,33.480522,33.486565
1.2798e+07,33.475853,33.481926
1.27989e+07,33.471184,33.477257
1.27998e+07,33.466545,33.472588
1.28007e+07,33.461876,33.46792
1.28016e+07,33.457207,33.46328
1.28025e+07,33.452568,33.45861
1.28034e+07,33.44799,33.454002
1.28043e+07,33.443474,33.449425
1.28052e+07,33.438988,33.444878
1.28061e+07,33.434532,33.44036
1.2807e+07,33.430077,33.435875
1.28079e+07,33.42562,33.43142
1.28088e+07,33.421165,33.426964
1.28097e+07,33.41677,33.42254
1.28106e+07,33.4125,33.418175
1.28115e+07,33.408348,33.41387
1.28124e+07,33.40429,33.40969
1.28133e+07,33.40029,33.40557
1.28142e+07,33.396324,33.401512
1.28151e+07,33.392387,33.397545
1.2816e+07,33.388542,33.39361
1.28169e+07,33.38479,33.389732
1.28178e+07,33.381218,33.38601
1.28187e+07,33.378563,33.38262
1.28196e+07,33.378624,33.380333
1.28205e+07,33.382927,33.380547
1.28214e+07,33.391716,33.3843
1.28223e+07,33.40426,33.39193
1.28232e+07,33.42034,33.40325
1.28241e+07,33.439873,33.418205
1.2825e+07,33.46279,33.436638
1.28259e+07,33.488274,33.458305
1.28268e+07,33.513695,33.48214
1.28277e+07,33.536797,33.506218
1.28286e+07,33.556602,33.5288
1.28295e+07,33.57302,33.54885
1.28304e+07,33.585594,33.56579
1.28313e+07,33.594017,33.579155
1.28322e+07,33.59887,33.588737
1.28331e+07,33.60125,33.594963
1.2834e+07,33.60192,33.598595
1.28349e+07,33.60119,33.600243
1.28358e+07,33.599113,33.60018
1.28367e+07,33.59597,33.598686
1.28376e+07,33.592155,33.596092
1.28385e+07,33.58825,33.592796
1.28394e+07,33.5848,33.589256
1.28403e+07,33.58245,33.586082
1.28412e+07,33.582207,33.583946
1.28421e+07,33.58474,33.58364
1.2843e+07,33.589775,33.585655
1.28439e+07,33.595604,33.589622
1.28448e+07,33.60018,33.594353
1.28457e+07,33.60253,33.59832
1.28466e+07,33.60314,33.600822
1.28475e+07,33.603905,33.602226
1.28484e+07,33.606712,33.603844
1.28493e+07,33.612206,33.606895
1.28502e+07,33.619316,33.61184
1.28511e+07,33.62597,33.617912
1.2852e+07,33.6307,33.62377
1.28529e+07,33.63308,33.62835
1.28538e+07,33.633446,33.631096
1.28547e+07,33.63253,33.632133
1.28556e+07,33.630547,33.631798
1.28565e+07,33.627586,33.630272
1.28574e+07,33.623894,33.62774
1.28583e+07,33.619865,33.624474
1.28592e+07,33.615746,33.62075
1.28601e+07,33.611504,33.616783
1.2861e+07,33.607323,33.612694
1.28619e+07,33.603203,33.608543
1.28628e+07,33.599113,33.604424
1.28637e+07,33.595024,33.600334
1.28646e+07,33.590904,33.596214
1.28655e+07,33.586754,33.592094
1.28664e+07,33.582542,33.587944
1.28673e+07,33.57833,33.583763
1.28682e+07,33.57406,33.57955
1.28691e+07,33.569725,33.57531
1.287e+07,33.565422,33.571007
1.28709e+07,33.56109,33.566704
1.28718e+07,33.556877,33.56243
1.28727e+07,33.55285,33.55825
1.28736e+07,33.548943,33.55419
1.28745e+07,33.545067,33.550194
1.28754e+07,33.54122,33.546288
1.28763e+07,33.537346,33.54241
1.28772e+07,33.53347,33.538506
1.28781e+07,33.529564,33.53463
1.2879e+07,33.525597,33.530693
1.28799e+07,33.52157,33.526726
1.28808e+07,33.51754,33.522728
1.28817e+07,33.51348,33.5187
1.28826e+07,33.50936,33.51464
1.28835e+07,33.50524,33.51055
1.28844e+07,33.50106,33.50643
1.28853e+07,33.49688,33.50228
1.28862e+07,33.4927,33.49813
1.28871e+07,33.488518,33.49395
1.2888e+07,33.484367,33.4898
1.28889e+07,33.480247,33.48565
1.28898e+07,33.47622,33.48153
1.28907e+07,33.47222,33.47747
1.28916e+07,33.468254,33.473473
1.28925e+07,33.46438,33.469505
1.28934e+07,33.460625,33.46563
1.28943e+07,33.456932,33.461815
1.28952e+07,33.453423,33.458153
1.28961e+07,33.450066,33.454582
1.2897e+07,33.44683,33.451164
1.28979e+07,33.443626,33.44787
1.28988e+07,33.44036,33.444572
1.28997e+07,33.436974,33.441246
1.29006e+07,33.433586,33.43792
1.29015e+07,33.43035,33.434593
1.29024e+07,33.427788,33.431572
1.29033e+07,33.42614,33.42907
1.29042e+07,33.425346,33.42727
1.29051e+07,33.42495,33.42611
1.2906e+07,33.424248,33.425285
1.29069e+07,33.42266,33.424217
1.29078e+07,33.420525,33.42269
1.29087e+07,33.418633,33.42095
1.29096e+07,33.417717,33.419426
1.29105e+07,33.418297,33.418633
1.29114e+07,33.42095,33.41915
1.29123e+07,33.42666,33.421684
1.29132e+07,33.438072,33.427513
1.29141e+07,33.45632,33.438408
1.2915e+07,33.4797,33.45495
1.29159e+07,33.504265,33.47573
1.29168e+07,33.52694,33.49804
1.29177e+07,33.546806,33.519676
1.29186e+07,33.564445,33.539665
1.29195e+07,33.581688,33.55816
1.29204e+07,33.599754,33.576225
1.29213e+07,33.618706,33.594566
1.29222e+07,33.63778,33.613335
1.29231e+07,33.65551,33.63192
1.2924e+07,33.671104,33.649406
1.29249e+07,33.68432,33.665154
1.29258e+07,33.695213,33.678856
1.29267e+07,33.704094,33.69039
1.29276e+07,33.711143,33.699974
1.29285e+07,33.716637,33.707695
1.29294e+07,33.720848,33.71383
1.29303e+07,33.724236,33.71868
1.29312e+07,33.72735,33.72262
1.29321e+07,33.730736,33.72616
1.2933e+07,33.734703,33.72979
1.29339e+07,33.73989,33.73394
1.29348e+07,33.74749,33.73934
1.29357e+07,33.757835,33.746696
1.29366e+07,33.769737,33.75625
1.29375e+07,33.780724,33.76687
1.29384e+07,33.789787,33.777153
1.29393e+07,33.796898,33.786186
1.29402e+07,33.801994,33.79357
1.29411e+07,33.805046,33.799095
1.2942e+07,33.805992,33.802666
1.29429e+07,33.804924,33.804222
1.29438e+07,33.802452,33.803917
1.29447e+07,33.7994,33.80224
1.29456e+07,33.796257,33.799767
1.29465e+07,33.793053,33.796898
1.29474e+07,33.789787,33.793846
1.29483e+07,33.78643,33.79064
1.29492e+07,33.783012,33.787346
1.29501e+07,33.779533,33.78396
1.2951e+07,33.775963,33.78051
1.29519e+07,33.772392,33.777
1.29528e+07,33.76876,33.77343
1.29537e+07,33.76513,33.76983
1.29546e+07,33.761436,33.766167
1.29555e+07,33.757713,33.762505
1.29564e+07,33.75396,33.758812
1.29573e+07,33.750175,33.75506
1.29582e+07,33.74636,33.751274
1.29591e+07,33.742485,33.74746
1.296e+07,33.73858,33.743614
1.29609e+07,33.73461,33.739708
1.29618e+07,33.730614,33.73577
1.29627e+07,33.726585,33.731773
1.29636e+07,33.722496,33.727745
1.29645e+07,33.718376,33.723686
1.29654e+07,33.714226,33.719566
1.29663e+07,33.710014,33.715416
1.29672e+07,33.705772,33.711235
1.29681e+07,33.70147,33.706993
1.2969e+07,33.697136,33.70272
1.29699e+07,33.69268,33.698357
1.29708e+07,33.688194,33.693962
1.29717e+07,33.683647,33.689507
1.29726e+07,33.67907,33.68499
1.29735e+07,33.674522,33.680443
1.29744e+07,33.669945,33.675865
1.29753e+07,33.665306,33.671288
1.29762e+07,33.66076,33.66671
1.29771e+07,33.656517,33.662224
1.2978e+07,33.653313,33.658134
1.29789e+07,33.652,33.655083
1.29798e+07,33.652885,33.653587
1.29807e+07,33.655907,33.654015
1.29816e+07,33.661125,33.656487
1.29825e+07,33.668633,33.661156
1.29834e+07,33.678307,33.66799
1.29843e+07,33.689934,33.676994
1.29852e+07,33.70318,33.68789
1.29861e+07,33.717766,33.700462
1.2987e+07,33.73345,33.71447
1.29879e+07,33.750175,33.729668
1.29888e+07,33.767845,33.745995
1.29897e+07,33.7864,33.763298
1.29906e+07,33.805717,33.781517
1.29915e+07,33.825768,33.80056
1.29924e+07,33.84649,33.820335
1.29933e+07,33.86782,33.840813
1.29942e+07,33.889732,33.86193
1.29951e+07,33.912193,33.88363
1.2996e+07,33.935112,33.905876
1.29969e+07,33.958458,33.92861
1.29978e+07,33.982048,33.951775
1.29987e+07,34.005882,33.975243
1.29996e+07,34.029808,33.998924
1.30005e+07,34.053795,34.02279
1.30014e+07,34.077873,34.046745
1.30023e+07,34.101982,34.070763
1.30032e+07,34.12609,34.09481
1.30041e+07,34.15014,34.11886
1.3005e+07,34.174095,34.142906
1.30059e+07,34.197624,34.1668
1.30068e+07,34.22027,34.19027
1.30077e+07,34.2416,34.212914
1.30086e+07,34.26171,34.23449
1.30095e+07,34.28103,34.254967
1.30104e+07,34.300255,34.274773
1.30113e+07,34.31945,34.294243
1.30122e+07,34.33837,34.31353
1.30131e+07,34.356407,34.33239
1.3014e+07,34.373344,34.350487
1.30149e+07,34.389122,34.367577
1.30158e+07,34.40377,34.38363
1.30167e+07,34.41738,34.398613
1.30176e+07,34.430046,34.41256
1.30185e+07,34.441826,34.42556
1.30194e+07,34.45266,34.437614
1.30203e+07,34.461967,34.44857
1.30212e+07,34.468437,34.457848
1.30221e+07,34.471428,34.464622
1.3023e+07,34.47149,34.468407
1.30239e+07,34.469994,34.469658
1.30248e+07,34.467705,34.46917
1.30257e+07,34.464836,34.46752
1.30266e+07,34.46154,34.46511
1.30275e+07,34.458,34.46212
1.30284e+07,34.454338,34.458824
1.30293e+07,34.450493,34.455254
1.30302e+07,34.446556,34.4515
1.30311e+07,34.442528,34.447624
1.3032e+07,34.438408,34.443657
1.30329e+07,34.434196,34.439568
1.30338e+07,34.429832,34.435356
1.30347e+07,34.425224,34.431023
1.30356e+07,34.420494,34.426476
1.30365e+07,34.415703,34.421806
1.30374e+07,34.410942,34.417076
1.30383e+07,34.40621,34.412346
1.30392e+07,34.40148,34.407646
1.30401e+07,34.39675,34.402916
1.3041e+07,34.39202,34.398186
1.30419e+07,34.38732,34.393456
1.30428e+07,34.38262,34.388756
1.30437e+07,34.377922,34.384026
1.30446e+07,34.37319,34.379326
1.30455e+07,34.368523,34.374626
1.30464e+07,34.363823,34.369926
1.30473e+07,34.359154,34.365257
1.30482e+07,34.354485,34.360588
1.30491e+07,34.349846,34.35592
1.305e+07,34.345177,34.35125
1.30509e+07,34.340538,34.34658
1.30518e+07,34.3359,34.34194
1.30527e+07,34.33129,34.337303
1.30536e+07,34.326653,34.332664
1.30545e+07,34.322044,34.328056
1.30554e+07,34.317436,34.323418
1.30563e+07,34.312798,34.31881
1.30572e+07,34.30819,34.3142
1.30581e+07,34.30358,34.309593
1.3059e+07,34.299004,34.304985
1.30599e+07,34.294426,34.300407
1.30608e+07,34.28985,34.2958
1.30617e+07,34.28527,34.29122
1.30626e+07,34.280663,34.286644
1.30635e+07,34.276024,34.282005
1.30644e+07,34.271355,34.277367
1.30653e+07,34.266594,34.272697
1.30662e+07,34.26174,34.267937
1.30671e+07,34.256737,34.263084
1.3068e+07,34.25161,34.25811
1.30689e+07,34.24639,34.253014
1.30698e+07,34.241203,34.247887
1.30707e+07,34.23623,34.24279
1.30716e+07,34.23226,34.23803
1.30725e+07,34.230064,34.234184
1.30734e+07,34.230186,34.231895
1.30743e+07,34.233574,34.231834
1.30752e+07,34.24209,34.2351
1.30761e+07,34.256554,34.242943
1.3077e+07,34.27584,34.255882
1.30779e+07,34.297417,34.273064
1.30788e+07,34.320152,34.29299
1.30797e+07,34.34368,34.31466
1.30806e+07,34.36773,34.337517
1.30815e+07,34.392143,34.361107
1.30824e+07,34.416832,34.385246
1.30833e+07,34.441795,34.40975
1.30842e+07,34.46691,34.434563
1.30851e+07,34.49209,34.459557
1.3086e+07,34.51705,34.48458
1.30869e+07,34.541588,34.509483
1.30878e+07,34.565544,34.53402
1.30887e+07,34.5884,34.557915
1.30896e+07,34.609093,34.58065
1.30905e+07,34.627007,34.601494
1.30914e+07,34.642967,34.62011
1.30923e+07,34.65896,34.6372
1.30932e+07,34.675865,34.653954
1.30941e+07,34.693962,34.671135
1.3095e+07,34.71325,34.68917
1.30959e+07,34.73391,34.708275
1.30968e+07,34.75628,34.72872
1.30977e+07,34.78042,34.750755
1.30986e+07,34.805626,34.774254
1.30995e+07,34.830864,34.79873
1.31004e+07,34.855583,34.82351
1.31013e+07,34.87966,34.848045
1.31022e+07,34.90319,34.872185
1.31031e+07,34.92626,34.895836
1.3104e+07,34.948875,34.91903
1.31049e+07,34.97088,34.941734
1.31058e+07,34.99227,34.96389
1.31067e+07,35.013145,34.985466
1.31076e+07,35.0335,35.006523
1.31085e+07,35.053246,35.027
1.31094e+07,35.072014,35.046806
1.31103e+07,35.089012,35.065575
1.31112e+07,35.103447,35.082664
1.31121e+07,35.11483,35.097435
1.3113e+07,35.12307,35.10943
1.31139e+07,35.128227,35.11846
1.31148e+07,35.13006,35.124382
1.31157e+07,35.128716,35.12716
1.31166e+07,35.12493,35.126945
1.31175e+07,35.12011,35.124413
1.31184e+07,35.115135,35.120598
1.31193e+07,35.109947,35.11611
1.31202e+07,35.104424,35.111168
1.31211e+07,35.098656,35.105797
1.3122e+07,35.092674,35.10015
1.31229e+07,35.08651,35.09429
1.31238e+07,35.08013,35.08819
1.31247e+07,35.07363,35.0819
1.31256e+07,35.0671,35.075493
1.31265e+07,35.06054,35.068993
1.31274e+07,35.05404,35.062492
1.31283e+07,35.04757,35.055992
1.31292e+07,35.04119,35.049522
1.31301e+07,35.034813,35.043114
1.3131e+07,35.028526,35.036766
1.31319e+07,35.02227,35.03045
1.31328e+07,35.016014,35.024162
1.31337e+07,35.00979,35.017906
1.31346e+07,35.003593,35.01168
1.31355e+07,34.9974,35.005455
1.31364e+07,34.991173,34.99926
1.31373e+07,34.984978,34.993034
1.31382e+07,34.978752,34.98684
1.31391e+07,34.972557,34.980614
1.314e+07,34.96633,34.97442
1.31409e+07,34.960136,34.968193
1.31418e+07,34.95391,34.961998
1.31427e+07,34.947716,34.955772
1.31436e+07,34.94152,34.949577
1.31445e+07,34.935295,34.943382
1.31454e+07,34.9291,34.937157
1.31463e+07,34.922905,34.93096
1.31472e+07,34.91677,34.924797
1.31481e+07,34.91085,34.918724
1.3149e+07,34.905235,34.912804
1.31499e+07,34.90011,34.90719
1.31508e+07,34.895897,34.902092
1.31517e+07,34.892876,34.89779
1.31526e+07,34.891228,34.894585
1.31535e+07,34.891106,34.892662
1.31544e+07,34.89263,34.892204
1.31553e+07,34.895927,34.893333
1.31562e+07,34.901207,34.896233
1.31571e+07,34.908775,34.901115
1.3158e+07,34.919273,34.908287
1.31589e+07,34.932976,34.918175
1.31598e+07,34.949303,34.93096
1.31607e+07,34.967064,34.94616
1.31616e+07,34.98504,34.962852
1.31625e+07,35.00271,34.980125
1.31634e+07,35.020348,34.99758
1.31643e+07,35.038536,35.01528
1.31652e+07,35.05773,35.03353
1.31661e+07,35.078026,35.052635
1.3167e+07,35.099022,35.072594
1.31679e+07,35.12023,35.093224
1.31688e+07,35.141136,35.114067
1.31697e+07,35.161552,35.13482
1.31706e+07,35.18136,35.155205
1.31715e+07,35.200493,35.17507
1.31724e+07,35.21859,35.194267
1.31733e+07,35.235405,35.212486
1.31742e+07,35.25103,35.229576
1.31751e+07,35.26635,35.24572
1.3176e+07,35.283226,35.261803
1.31769e+07,35.302757,35.279076
1.31778e+07,35.323936,35.29818
1.31787e+07,35.344414,35.31829
1.31796e+07,35.362785,35.338005
1.31805e+07,35.378593,35.356224
1.31814e+07,35.391533,35.372276
1.31823e+07,35.401085,35.385674
1.31832e+07,35.406456,35.395775
1.31841e+07,35.407402,35.402
1.3185e+07,35.405235,35.40435
1.31859e+07,35.402184,35.403923
1.31868e+07,35.399193,35.40206
1.31877e+07,35.396446,35.39968
1.31886e+07,35.394096,35.39721
1.31895e+07,35.391808,35.39486
1.31904e+07,35.389305,35.39248
1.31913e+07,35.386528,35.389977
1.31922e+07,35.383537,35.38723
1.31931e+07,35.380974,35.384453
1.3194e+07,35.379875,35.382195
1.31949e+07,35.38085,35.381157
1.31958e+07,35.383293,35.381676
1.31967e+07,35.38604,35.383385
1.31976e+07,35.38845,35.385582
1.31985e+07,35.39025,35.387688
1.31994e+07,35.391197,35.389397
1.32003e+07,35.391136,35.390373
1.32012e+07,35.389763,35.390434
1.32021e+07,35.387077,35.389305
1.3203e+07,35.383354,35.387047
1.32039e+07,35.379143,35.38378
1.32048e+07,35.374687,35.379936
1.32057e+07,35.37005,35.375694
1.32066e+07,35.365227,35.37121
1.32075e+07,35.360252,35.36651
1.32084e+07,35.355125,35.361595
1.32093e+07,35.349907,35.35656
1.32102e+07,35.34478,35.351433
1.32111e+07,35.339806,35.346367
1.3212e+07,35.334923,35.341393
1.32129e+07,35.329918,35.33642
1.32138e+07,35.32476,35.331352
1.32147e+07,35.31939,35.326195
1.32156e+07,35.313957,35.320885
1.32165e+07,35.308464,35.315514
1.32174e+07,35.303032,35.31008
1.32183e+07,35.29766,35.30468
1.32192e+07,35.29232,35.29931
1.32201e+07,35.28701,35.29397
1.3221e+07,35.28167,35.288628
1.32219e+07,35.27636,35.283287
1.32228e+07,35.27102,35.277946
1.32237e+07,35.26571,35.272636
1.32246e+07,35.2604,35.267296
1.32255e+07,35.25506,35.261986
1.32264e+07,35.24975,35.256676
1.32273e+07,35.244408,35.251335
1.32282e+07,35.238976,35.245964
1.32291e+07,35.233482,35.240532
1.323e+07,35.227867,35.23504
1.32309e+07,35.22219,35.229485
1.32318e+07,35.216454,35.22384
1.32327e+07,35.2109,35.218224
1.32336e+07,35.20556,35.21267
1.32345e+07,35.20092,35.20745
1.32354e+07,35.197258,35.202812
1.32363e+07,35.195457,35.19918
1.32372e+07,35.196953,35.19747
1.32381e+07,35.20266,35.198723
1.3239e+07,35.211906,35.203484
1.32399e+07,35.223076,35.211327
1.32408e+07,35.235405,35.221336
1.32417e+07,35.24877,35.232872
1.32426e+07,35.26333,35.24575
1.32435e+07,35.27941,35.25997
1.32444e+07,35.297234,35.27572
1.32453e+07,35.316856,35.293144
1.32462e+07,35.338036,35.312218
1.32471e+07,35.360405,35.332817
1.3248e+07,35.38372,35.354637
1.32489e+07,35.40789,35.377525
1.32498e+07,35.432854,35.40136
1.32507e+07,35.45858,35.426018
1.32516e+07,35.48504,35.45147
1.32525e+07,35.5122,35.477684
1.32534e+07,35.54003,35.5046
1.32543e+07,35.568565,35.53225
1.32552e+07,35.5978,35.56057
1.32561e+07,35.627495,35.58953
1.3257e+07,35.65719,35.61889
1.32579e+07,35.68612,35.648247
1.32588e+07,35.71392,35.677055
1.32597e+07,35.740593,35.70498
1.32606e+07,35.766136,35.731895
1.32615e+07,35.79058,35.757713
1.32624e+07,35.813988,35.782494
1.32633e+07,35.836388,35.806206
1.32642e+07,35.85778,35.82894
1.32651e+07,35.878654,35.85076
1.3266e+07,35.90023,35.872215
1.32669e+07,35.92327,35.894157
1.32678e+07,35.94747,35.917046
1.32687e+07,35.970634,35.940483
1.32696e+07,35.989098,35.962547
1.32705e+07,36.001244,35.980766
1.32714e+07,36.008904,35.994225
1.32723e+07,36.01641,36.004295
1.32732e+07,36.026604,36.013725
1.32741e+07,36.040337,36.02462
1.3275e+07,36.05706,36.038017
1.32759e+07,36.075462,36.053764
1.32768e+07,36.095085,36.071312
1.32777e+07,36.115685,36.090294
1.32786e+07,36.136345,36.11019
1.32795e+07,36.155693,36.13018
1.32804e+07,36.1733,36.149315
1.32813e+07,36.1892,36.167076
1.32822e+07,36.2033,36.18331
1.32831e+07,36.2156,36.197838
1.3284e+07,36.226006,36.210625
1.32849e+07,36.23443,36.22152
1.32858e+07,36.240746,36.23046
1.32867e+07,36.244682,36.237267
1.32876e+07,36.246056,36.241783
1.32885e+07,36.244835,36.24386
1.32894e+07,36.24151,36.24346
1.32903e+07,36.237022,36.24108
1.32912e+07,36.23217,36.23742
1.32921e+07,36.227287,36.233086
1.3293e+07,36.222313,36.228477
1.32939e+07,36.217216,36.223625
1.32948e+07,36.211967,36.21862
1.32957e+07,36.206688,36.213463
1.32966e+07,36.20141,36.208214
1.32975e+07,36.19619,36.202965
1.32984e+07,36.191032,36.197777
1.32993e+07,36.185844,36.19259
1.33002e+07,36.180534,36.18734
1.33011e+07,36.17504,36.182
1.3302e+07,36.169487,36.176598
1.33029e+07,36.163963,36.171104
1.33038e+07,36.1585,36.16564
1.33047e+07,36.15316,36.16021
1.33056e+07,36.14791,36.15484
1.33065e+07,36.1426,36.14953
1.33074e+07,36.13723,36.144188
1.33083e+07,36.131798,36.138786
1.33092e+07,36.126366,36.133385
1.33101e+07,36.121025,36.128014
1.3311e+07,36.115746,36.122673
1.33119e+07,36.110558,36.117393
1.33128e+07,36.1054,36.112175
1.33137e+07,36.100334,36.107018
1.33146e+07,36.09536,36.10192
1.33155e+07,36.090477,36.096916
1.33164e+07,36.085625,36.091972
1.33173e+07,36.080894,36.08715
1.33182e+07,36.076164,36.08236
1.33191e+07,36.071404,36.0776
1.332e+07,36.066643,36.072838
1.33209e+07,36.061882,36.068077
1.33218e+07,36.05715,36.063316
1.33227e+07,36.05282,36.058678
1.33236e+07,36.049706,36.054558
1.33245e+07,36.048485,36.051506
1.33254e+07,36.0494,36.05004
1.33263e+07,36.052452,36.05053
1.33272e+07,36.05758,36.053
1.33281e+07,36.064934,36.05761
1.3329e+07,36.074486,36.064323
1.33299e+07,36.086113,36.073204
1.33308e+07,36.099632,36.08413
1.33317e+07,36.114708,36.096947
1.33326e+07,36.131157,36.111412
1.33335e+07,36.148857,36.127342
1.33344e+07,36.167686,36.144554
1.33353e+07,36.18746,36.162926
1.33362e+07,36.20806,36.182304
1.33371e+07,36.22924,36.202538
1.3338e+07,36.250786,36.22338
1.33389e+07,36.272453,36.24465
1.33398e+07,36.29412,36.266167
1.33407e+07,36.315636,36.287712
1.33416e+07,36.336845,36.309135
1.33425e+07,36.35766,36.330345
1.33434e+07,36.378075,36.35122
1.33443e+07,36.39834,36.371788
1.33452e+07,36.418846,36.392235
1.33461e+07,36.43975,36.412804
1.3347e+07,36.460686,36.433617
1.33479e+07,36.48046,36.454216
1.33488e+07,36.49755,36.473625
1.33497e+07,36.51107,36.490746
1.33506e+07,36.520958,36.504814
1.33515e+07,36.527702,36.51568
1.33524e+07,36.53161,36.52343
1.33533e+07,36.533043,36.528374
1.33542e+07,36.53277,36.530907
1.33551e+07,36.532036,36.53173
1.3356e+07,36.532524,36.532005
1.33569e+07,36.535057,36.533043
1.33578e+07,36.539116,36.535362
1.33587e+07,36.543785,36.53878
1.33596e+07,36.54882,36.54299
1.33605e+07,36.553978,36.54769
1.33614e+07,36.559044,36.552605
1.33623e+07,36.56347,36.557426
1.33632e+07,36.56652,36.561638
1.33641e+07,36.567863,36.56475
1.3365e+07,36.56774,36.56646
1.33659e+07,36.56704,36.566948
1.33668e+07,36.566673,36.566856
1.33677e+07,36.566948,36.566795
1.33686e+07,36.567497,36.56704
1.33695e+07,36.56768,36.567375
1.33704e+07,36.566795,36.567345
1.33713e+07,36.56475,36.56649
1.33722e+07,36.561974,36.56472
1.33731e+07,36.559013,36.56234
1.3374e+07,36.556053,36.559654
1.33749e+07,36.553,36.556816
1.33758e+07,36.54986,36.553825
1.33767e+07,36.546623,36.550713
1.33776e+07,36.543205,36.547478
1.33785e+07,36.539635,36.54409
1.33794e+07,36.53585,36.54058
1.33803e+07,36.531914,36.536858
1.33812e+07,36.527763,36.53295
1.33821e+07,36.5234,36.528862
1.3383e+07,36.518852,36.52456
1.33839e+07,36.514122,36.520073
1.33848e+07,36.50918,36.515404
1.33857e+07,36.50405,36.51052
1.33866e+07,36.498802,36.505455
1.33875e+07,36.4934,36.500267
1.33884e+07,36.487907,36.494926
1.33893e+07,36.482384,36.489525
1.33902e+07,36.47683,36.48403
1.33911e+07,36.471275,36.478477
1.3392e+07,36.46575,36.472954
1.33929e+07,36.46026,36.46743
1.33938e+07,36.454918,36.461967
1.33947e+07,36.44964,36.456596
1.33956e+07,36.44439,36.451256
1.33965e+07,36.43917,36.445976
1.33974e+07,36.43392,36.440727
1.33983e+07,36.42861,36.435448
1.33992e+07,36.423332,36.43017
1.34001e+07,36.418022,36.42489
1.3401e+07,36.412773,36.41961
1.34019e+07,36.407555,36.41436
1.34028e+07,36.402367,36.40914
1.34037e+07,36.39721,36.403954
1.34046e+07,36.39202,36.398766
1.34055e+07,36.386864,36.393578
1.34064e+07,36.381737,36.38842
1.34073e+07,36.3767,36.383293
1.34082e+07,36.372032,36.37835
1.34091e+07,36.368553,36.373894
1.341e+07,36.36767,36.37066
1.34109e+07,36.370537,36.369774
1.34118e+07,36.37716,36.372032
1.34127e+07,36.38671,36.377556
1.34136e+07,36.398796,36.38604
1.34145e+07,36.41311,36.397118
1.34154e+07,36.42919,36.410515
1.34163e+07,36.445854,36.42556
1.34172e+07,36.46087,36.441093
1.34181e+07,36.472954,36.45553
1.3419e+07,36.48275,36.46795
1.34199e+07,36.492424,36.478783
1.34208e+07,36.503532,36.489403
1.34217e+07,36.51644,36.500816
1.34226e+07,36.530876,36.51351
1.34235e+07,36.54589,36.527397
1.34244e+07,36.560387,36.54177
1.34253e+07,36.573875,36.55593
1.34262e+07,36.586845,36.56951
1.34271e+07,36.600853,36.58297
1.3428e+07,36.618248,36.59762
1.34289e+07,36.64019,36.615105
1.34298e+07,36.66613,36.636284
1.34307e+07,36.694054,36.66073
1.34316e+07,36.722343,36.687218
1.34325e+07,36.74987,36.71447
1.34334e+07,36.775597,36.741356
1.34343e+07,36.797997,36.766716
1.34352e+07,36.81472,36.78887
1.34361e+07,36.824516,36.806053
1.3437e+07,36.82827,36.817314
1.34379e+07,36.828484,36.823357
1.34388e+07,36.827354,36.825798
1.34397e+07,36.8265,36.826317
1.34406e+07,36.827324,36.82656
1.34415e+07,36.831963,36.828148
1.34424e+07,36.84353,36.833336
1.34433e+07,36.86315,36.844383
1.34442e+07,36.888237,36.8619
1.34451e+07,36.9143,36.883995
1.3446e+07,36.939873,36.908073
1.34469e+07,36.96517,36.932823
1.34478e+07,36.990135,36.957756
1.34487e+07,37.014763,36.982628
1.34496e+07,37.038994,37.007225
1.34505e+07,37.062706,37.031487
1.34514e+07,37.08587,37.05529
1.34523e+07,37.1083,37.078514
1.34532e+07,37.129784,37.101067
1.34541e+07,37.149986,37.122673
1.3455e+07,37.16848,37.14303
1.34559e+07,37.18496,37.161766
1.34568e+07,37.19909,37.17861
1.34577e+07,37.210533,37.1932
1.34586e+07,37.21914,37.205254
1.34595e+07,37.224663,37.21453
1.34604e+07,37.226555,37.220695
1.34613e+07,37.224693,37.223473
1.34622e+07,37.219963,37.22283
1.34631e+07,37.21389,37.219475
1.3464e+07,37.20742,37.21447
1.34649e+07,37.20086,37.208702
1.34658e+07,37.194206,37.202477
1.34667e+07,37.18746,37.196007
1.34676e+07,37.180656,37.189354
1.34685e+07,37.17376,37.18261
1.34694e+07,37.166832,37.175774
1.34703e+07,37.159874,37.168877
1.34712e+07,37.152916,37.16192
1.34721e+07,37.145927,37.15496
1.3473e+07,37.13894,37.148003
1.34739e+07,37.13195,37.141014
1.34748e+07,37.124992,37.134056
1.34757e+07,37.118034,37.127098
1.34766e+07,37.111076,37.12011
1.34775e+07,37.104088,37.11315
1.34784e+07,37.09713,37.106194
1.34793e+07,37.09017,37.099236
1.34802e+07,37.083214,37.092247
1.34811e+07,37.076256,37.08529
1.3482e+07,37.069298,37.07833
1.34829e+07,37.06234,37.071373
1.34838e+07,37.05532,37.064384
1.34847e+07,37.04824,37.057365
1.34856e+07,37.04113,37.050316
1.34865e+07,37.03396,37.043205
1.34874e+07,37.026695,37.036034
1.34883e+07,37.01934,37.0288
1.34892e+07,37.011955,37.021477
1.34901e+07,37.00454,37.014122
