Time|s,walCap.T|degC,zon.T|degC
2655000,12.5915165,12.596827
2655900,12.587305,12.592707
2656800,12.583094,12.588556
2657700,12.578882,12.584345
2658600,12.574701,12.580164
2659500,12.570551,12.575983
2660400,12.566462,12.571833
2661300,12.562372,12.567713
2662200,12.558283,12.563623
2663100,12.5541935,12.559534
2664000,12.550135,12.555445
2664900,12.546076,12.551355
2665800,12.542139,12.547358
2666700,12.538202,12.54336
2667600,12.534235,12.539362
2668500,12.530237,12.535395
2669400,12.526117,12.531336
2670300,12.521936,12.527246
2671200,12.517633,12.523066
2672100,12.513239,12.518824
2673000,12.508722,12.51446
2673900,12.504114,12.509974
2674800,12.499384,12.505396
2675700,12.494532,12.500696
2676600,12.489588,12.495905
2677500,12.484522,12.490992
2678400,12.479334,12.485956
2679300,12.474054,12.480799
2680200,12.468653,12.47555
2681100,12.463129,12.470179
2682000,12.457514,12.464716
2682900,12.451807,12.459131
2683800,12.445978,12.453424
2684700,12.440027,12.447626
2685600,12.433954,12.441706
2686500,12.42779,12.435694
2687400,12.421503,12.429529
2688300,12.415094,12.423273
2689200,12.408564,12.416895
2690100,12.401941,12.410425
2691000,12.395197,12.403833
2691900,12.388361,12.3971195
2692800,12.381403,12.390314
2693700,12.374353,12.383417
2694600,12.367182,12.376398
2695500,12.359949,12.369257
2696400,12.352655,12.362085
2697300,12.345301,12.354792
2698200,12.337976,12.347528
2699100,12.330652,12.340204
2700000,12.3232975,12.3328495
2700900,12.315943,12.325495
2701800,12.3085575,12.31814
2702700,12.301142,12.310755
2703600,12.293848,12.3034
2704500,12.286646,12.296106
2705400,12.279566,12.288904
2706300,12.272638,12.281794
2707200,12.2659855,12.274897
2708100,12.25976,12.268244
2709000,12.254389,12.262049
2709900,12.250727,12.256769
2710800,12.2503605,12.253321
2711700,12.254206,12.252741
2712600,12.262232,12.255823
2713500,12.273798,12.262598
2714400,12.288721,12.2729435
2715300,12.306635,12.286676
2716200,12.3267765,12.303339
2717100,12.348169,12.32229
2718000,12.3701725,12.342798
2718900,12.392542,12.364222
2719800,12.415064,12.386225
2720700,12.437769,12.408594
2721600,12.460627,12.431177
2722500,12.483637,12.453943
2723400,12.506708,12.476862
2724300,12.529779,12.499872
2725200,12.552729,12.522882
2726100,12.575464,12.545801
2727000,12.597864,12.568506
2727900,12.619898,12.590967
2728800,12.641382,12.613031
2729700,12.662287,12.634607
2730600,12.682428,12.655573
2731500,12.701715,12.675867
2732400,12.7199955,12.695307
2733300,12.736933,12.713739
2734200,12.752192,12.73086
2735100,12.765284,12.746332
2736000,12.775476,12.759699
2736900,12.782434,12.770411
2737800,12.786158,12.7781925
2738700,12.787012,12.782923
2739600,12.785212,12.784693
2740500,12.781244,12.783869
2741400,12.775904,12.780909
2742300,12.770044,12.776453
2743200,12.764032,12.7711735
2744100,12.757868,12.765436
2745000,12.75152,12.759455
2745900,12.744959,12.753199
2746800,12.738245,12.746759
2747700,12.731409,12.740137
2748600,12.724512,12.733393
2749500,12.717585,12.726557
2750400,12.710627,12.719629
2751300,12.703547,12.712641
2752200,12.696375,12.705591
2753100,12.689081,12.69842
2754000,12.681665,12.691156
2754900,12.674219,12.683832
2755800,12.666712,12.676386
2756700,12.659143,12.668909
2757600,12.651575,12.661402
2758500,12.643976,12.653833
2759400,12.636377,12.646265
2760300,12.628778,12.638666
2761200,12.62118,12.631067
2762100,12.613581,12.623468
2763000,12.605982,12.6158695
2763900,12.598413,12.608271
2764800,12.590815,12.600672
2765700,12.583246,12.593103
2766600,12.575739,12.585566
2767500,12.568293,12.578058
2768400,12.560877,12.570581
2769300,12.5533695,12.563074
2770200,12.545832,12.555567
2771100,12.538172,12.547998
2772000,12.530451,12.540369
2772900,12.52273,12.532709
2773800,12.5151005,12.525049
2774700,12.507532,12.51742
2775600,12.499964,12.509821
2776500,12.492273,12.502192
2777400,12.484552,12.494501
2778300,12.476679,12.48675
2779200,12.468836,12.478937
2780100,12.460993,12.471125
2781000,12.45318,12.463343
2781900,12.44549,12.455561
2782800,12.437769,12.447809
2783700,12.429987,12.440058
2784600,12.422113,12.432245
2785500,12.414118,12.424372
2786400,12.406122,12.416437
2787300,12.398249,12.408533
2788200,12.390406,12.400629
2789100,12.383051,12.392908
2790000,12.376795,12.385736
2790900,12.37182,12.379389
2791800,12.367731,12.374048
2792700,12.363794,12.36944
2793600,12.359613,12.365137
2794500,12.355188,12.360834
2795400,12.350611,12.35644
2796300,12.345972,12.351923
2797200,12.341394,12.347345
2798100,12.336939,12.342798
2799000,12.332758,12.338404
2799900,12.329096,12.334284
2800800,12.326349,12.330652
2801700,12.324915,12.327845
2802600,12.324884,12.326227
2803500,12.326532,12.325922
2804400,12.3305,12.327356
2805300,12.337275,12.330957
2806200,12.346552,12.33703
2807100,12.357355,12.345331
2808000,12.368525,12.355127
2808900,12.379175,12.365534
2809800,12.388575,12.375788
2810700,12.395899,12.384974
2811600,12.399775,12.392176
2812500,12.399805,12.396479
2813400,12.396936,12.397516
2814300,12.393152,12.396112
2815200,12.389338,12.393335
2816100,12.385553,12.390039
2817000,12.381769,12.386469
2817900,12.378077,12.382837
2818800,12.374414,12.379175
2819700,12.370844,12.375544
2820600,12.367334,12.3719425
2821500,12.363825,12.3684025
2822400,12.360224,12.364832
2823300,12.356623,12.361261
2824200,12.35293,12.35763
2825100,12.349115,12.353937
2826000,12.345179,12.350122
2826900,12.341181,12.346247
2827800,12.337122,12.34231
2828700,12.333033,12.338282
2829600,12.328882,12.334223
2830500,12.324701,12.330103
2831400,12.320459,12.325922
2832300,12.316187,12.321711
2833200,12.311884,12.317469
2834100,12.30755,12.313166
2835000,12.303217,12.308863
2835900,12.298883,12.304529
2836800,12.29458,12.300196
2837700,12.2902775,12.295893
2838600,12.286036,12.29162
2839500,12.281855,12.287378
2840400,12.277704,12.283167
2841300,12.273615,12.2790165
2842200,12.269526,12.274866
2843100,12.265497,12.270777
2844000,12.261469,12.266718
2844900,12.257441,12.26269
2845800,12.253443,12.258661
2846700,12.249445,12.254633
2847600,12.245447,12.250635
2848500,12.241449,12.246637
2849400,12.237452,12.24264
2850300,12.233454,12.238642
2851200,12.229456,12.234644
2852100,12.225428,12.230646
2853000,12.221399,12.226618
2853900,12.21731,12.222559
2854800,12.213221,12.2185
2855700,12.209131,12.214441
2856600,12.205072,12.210352
2857500,12.201075,12.206354
2858400,12.197107,12.202326
2859300,12.1931095,12.198328
2860200,12.189142,12.19433
2861100,12.185144,12.190332
2862000,12.181177,12.186365
2862900,12.177179,12.182367
2863800,12.173212,12.1783695
2864700,12.169214,12.174402
2865600,12.165216,12.170404
2866500,12.161219,12.166407
2867400,12.15716,12.162378
2868300,12.15307,12.158319
2869200,12.148951,12.154261
2870100,12.144831,12.150141
2871000,12.140711,12.146051
2871900,12.136591,12.141932
2872800,12.132502,12.137842
2873700,12.128412,12.133722
2874600,12.124384,12.129663
2875500,12.120417,12.125666
2876400,12.11651,12.121668
2877300,12.112635,12.117731
2878200,12.108759,12.113825
2879100,12.104914,12.109949
2880000,12.1010685,12.106073
2880900,12.097162,12.102198
2881800,12.0932865,12.098322
2882700,12.08938,12.094416
2883600,12.085596,12.090601
2884500,12.081903,12.086817
2885400,12.078302,12.083124
2886300,12.074671,12.079432
2887200,12.070856,12.075708
2888100,12.066858,12.071863
2889000,12.0628605,12.067957
2889900,12.059656,12.064203
2890800,12.059137,12.061518
2891700,12.062189,12.061029
2892600,12.068445,12.06341
2893500,12.076288,12.068415
2894400,12.084864,12.07522
2895300,12.093653,12.083063
2896200,12.101862,12.091303
2897100,12.108942,12.099176
2898000,12.114496,12.106195
2898900,12.118586,12.111994
2899800,12.121241,12.116419
2900700,12.122309,12.11941
2901600,12.121607,12.120844
2902500,12.119226,12.1206
2903400,12.115839,12.118891
2904300,12.112452,12.116266
2905200,12.109461,12.113337
2906100,12.106928,12.110498
2907000,12.104792,12.107965
2907900,12.103022,12.105738
2908800,12.101618,12.103846
2909700,12.100641,12.10235
2910600,12.100092,12.101252
2911500,12.099421,12.100367
2912400,12.097895,12.099329
2913300,12.095331,12.097742
2914200,12.092005,12.095453
2915100,12.088373,12.092524
2916000,12.0846195,12.089167
2916900,12.080866,12.085596
2917800,12.077082,12.081873
2918700,12.0732975,12.07815
2919600,12.069513,12.074396
2920500,12.065729,12.070612
2921400,12.0619755,12.066858
2922300,12.058191,12.063074
2923200,12.054438,12.05932
2924100,12.050653,12.055567
2925000,12.0469,12.051783
2925900,12.043116,12.048029
2926800,12.039362,12.044245
2927700,12.035608,12.040491
2928600,12.031855,12.036737
2929500,12.028101,12.032984
2930400,12.024317,12.02923
2931300,12.020563,12.025446
2932200,12.016809,12.021692
2933100,12.013056,12.017939
2934000,12.009302,12.014185
2934900,12.0055485,12.010431
2935800,12.001795,12.006678
2936700,11.998041,12.002924
2937600,11.9942875,11.99917
2938500,11.990503,11.995386
2939400,11.986628,11.991571
2940300,11.982752,11.987726
2941200,11.978815,11.9838505
2942100,11.974909,11.979975
2943000,11.970972,11.9760685
2943900,11.967066,11.972132
2944800,11.96316,11.9682255
2945700,11.959253,11.964319
2946600,11.955317,11.960413
2947500,11.95141,11.956507
2948400,11.947504,11.9526005
2949300,11.943598,11.948664
2950200,11.939692,11.944757
2951100,11.935785,11.940882
2952000,11.931879,11.9369755
2952900,11.928003,11.933069
2953800,11.924097,11.929163
2954700,11.920191,11.925257
2955600,11.916285,11.921381
2956500,11.912409,11.917475
2957400,11.908503,11.9135685
2958300,11.904596,11.909662
2959200,11.90069,11.905756
2960100,11.896814,11.90188
2961000,11.892908,11.897974
2961900,11.889032,11.894068
2962800,11.885126,11.890192
2963700,11.88125,11.886316
2964600,11.877405,11.882441
2965500,11.87359,11.878595
2966400,11.869837,11.874781
2967300,11.866114,11.871027
2968200,11.862452,11.867304
2969100,11.85882,11.863611
2970000,11.855188,11.859949
2970900,11.851648,11.8563175
2971800,11.848169,11.8527775
2972700,11.844721,11.849268
2973600,11.841242,11.845728
2974500,11.837732,11.842249
2975400,11.834223,11.838739
2976300,11.830744,11.83526
2977200,11.827295,11.831781
2978100,11.823908,11.828363
2979000,11.820581,11.824976
2979900,11.817255,11.8215885
2980800,11.813959,11.818262
2981700,11.810633,11.814936
2982600,11.807276,11.811609
2983500,11.803858,11.808222
2984400,11.800409,11.804804
2985300,11.796869,11.801355
2986200,11.793329,11.797846
2987100,11.789698,11.794306
2988000,11.786036,11.790705
2988900,11.782282,11.787043
2989800,11.778467,11.783319
2990700,11.774591,11.779505
2991600,11.770624,11.775629
2992500,11.766596,11.771692
2993400,11.7625065,11.767694
2994300,11.758509,11.763697
2995200,11.754755,11.759821
2996100,11.751215,11.756067
2997000,11.747736,11.752436
2997900,11.744043,11.748804
2998800,11.739893,11.744959
2999700,11.735376,11.7408695
3000600,11.730585,11.736475
3001500,11.725702,11.731867
3002400,11.720789,11.727076
3003300,11.715784,11.722193
3004200,11.710688,11.717218
3005100,11.70553,11.7121525
3006000,11.700312,11.707026
3006900,11.695124,11.701868
3007800,11.689997,11.696711
3008700,11.68487,11.691553
3009600,11.679743,11.686426
3010500,11.674524,11.681238
3011400,11.669245,11.67602
3012300,11.663904,11.67074
3013200,11.658503,11.6654
3014100,11.652979,11.659998
3015000,11.647425,11.654535
3015900,11.641779,11.648981
3016800,11.636072,11.643366
3017700,11.630243,11.637659
3018600,11.624292,11.63183
3019500,11.618219,11.62591
3020400,11.612055,11.619898
3021300,11.605768,11.613764
3022200,11.599421,11.607538
3023100,11.593012,11.601221
3024000,11.586542,11.594873
3024900,11.580011,11.588434
3025800,11.57345,11.581934
3026700,11.566828,11.575403
3027600,11.560175,11.568781
3028500,11.553461,11.562159
3029400,11.546686,11.555445
3030300,11.53982,11.54867
3031200,11.532892,11.541803
3032100,11.525812,11.534845
3033000,11.518671,11.527826
3033900,11.511408,11.520716
3034800,11.504023,11.513453
3035700,11.496546,11.506128
3036600,11.488916,11.498682
3037500,11.481195,11.491083
3038400,11.473352,11.483423
3039300,11.465448,11.475641
3040200,11.457453,11.467737
3041100,11.449427,11.459803
3042000,11.44137,11.451807
3042900,11.433405,11.443811
3043800,11.42547,11.435846
3044700,11.417658,11.427942
3045600,11.409937,11.420099
3046500,11.402185,11.412317
3047400,11.394526,11.404566
3048300,11.387201,11.396997
3049200,11.380762,11.389826
3050100,11.375818,11.383478
3051000,11.372828,11.378504
3051900,11.372248,11.375238
3052800,11.374964,11.374323
3053700,11.381586,11.37652
3054600,11.391718,11.382135
3055500,11.404322,11.3909855
3056400,11.418909,11.402491
3057300,11.435053,11.4161625
3058200,11.452417,11.431513
3059100,11.470758,11.448267
3060000,11.489954,11.46615
3060900,11.509974,11.48498
3061800,11.530634,11.504633
3062700,11.551783,11.524988
3063600,11.573267,11.545862
3064500,11.595087,11.567194
3065400,11.617121,11.588861
3066300,11.639338,11.610773
3067200,11.661676,11.632898
3068100,11.684107,11.655146
3069000,11.706629,11.677515
3069900,11.72912,11.699945
3070800,11.75149,11.722376
3071700,11.773584,11.744684
3072600,11.795313,11.766809
3073500,11.816614,11.7885685
3074400,11.837336,11.809931
3075300,11.857355,11.830744
3076200,11.876612,11.850916
3077100,11.895014,11.870325
3078000,11.912287,11.888849
3078900,11.928247,11.906305
3079800,11.942591,11.92251
3080700,11.954706,11.9370365
3081600,11.964045,11.949457
3082500,11.970209,11.959314
3083400,11.973139,11.966211
3084300,11.973078,11.970087
3085200,11.970148,11.970942
3086100,11.964716,11.968988
3087000,11.957636,11.964624
3087900,11.949976,11.958582
3088800,11.9422245,11.951624
3089700,11.934412,11.944178
3090600,11.926416,11.936518
3091500,11.918146,11.928583
3092400,11.909693,11.920435
3093300,11.901178,11.912104
3094200,11.892633,11.903681
3095100,11.884119,11.895166
3096000,11.875605,11.886652
3096900,11.86706,11.878138
3097800,11.858515,11.869593
3098700,11.849939,11.861048
3099600,11.841394,11.852503
3100500,11.83288,11.843958
3101400,11.824457,11.835474
3102300,11.816248,11.827112
3103200,11.808069,11.818811
3104100,11.7998295,11.810541
3105000,11.791437,11.80224
3105900,11.782923,11.793848
3106800,11.774317,11.785364
3107700,11.765619,11.776789
3108600,11.756861,11.768152
3109500,11.748011,11.759424
3110400,11.73913,11.750605
3111300,11.730219,11.741755
3112200,11.721308,11.732874
3113100,11.712397,11.723993
3114000,11.7034855,11.715052
3114900,11.694574,11.7061405
3115800,11.685663,11.697229
3116700,11.676752,11.688318
3117600,11.667841,11.679407
3118500,11.658869,11.670465
3119400,11.649775,11.661463
3120300,11.640558,11.652399
3121200,11.63125,11.643213
3122100,11.6218815,11.633936
3123000,11.612482,11.624598
3123900,11.603113,11.615259
3124800,11.593714,11.60589
3125700,11.584284,11.59646
3126600,11.574793,11.58703
3127500,11.565271,11.57757
3128400,11.55578,11.568079
3129300,11.546259,11.558588
3130200,11.5368595,11.549158
3131100,11.527491,11.539728
3132000,11.518122,11.530329
3132900,11.508783,11.52096
3133800,11.4994755,11.511621
3134700,11.490412,11.502344
3135600,11.482172,11.493433
3136500,11.475367,11.485315
3137400,11.470423,11.478418
3138300,11.467951,11.473291
3139200,11.468805,11.470575
3140100,11.473352,11.470819
3141000,11.4812565,11.474421
3141900,11.491785,11.481134
3142800,11.504358,11.490564
3143700,11.5186405,11.502253
3144600,11.534388,11.515772
3145500,11.551325,11.530848
3146400,11.5693,11.5472355
3147300,11.58816,11.564753
3148200,11.607782,11.583246
3149100,11.627924,11.602503
3150000,11.648493,11.62237
3150900,11.669397,11.642694
3151800,11.690607,11.663446
3152700,11.71203,11.684504
3153600,11.733606,11.705805
3154500,11.755274,11.727289
3155400,11.777033,11.748896
3156300,11.798853,11.770624
3157200,11.820642,11.792383
3158100,11.842371,11.814112
3159000,11.863977,11.83584
3159900,11.885309,11.857386
3160800,11.906183,11.878717
3161700,11.926416,11.899591
3162600,11.945826,11.919916
3163500,11.964258,11.939478
3164400,11.981531,11.958063
3165300,11.99737,11.975519
3166200,12.011438,11.991571
3167100,12.023249,12.005884
3168000,12.032373,12.018091
3168900,12.038233,12.027704
3169800,12.040918,12.034357
3170700,12.040552,12.037928
3171600,12.037531,12.038538
3172500,12.032251,12.036463
3173400,12.025476,12.03219
3174300,12.018183,12.026392
3175200,12.010736,12.019678
3176100,12.00326,12.0125675
3177000,11.995691,12.005274
3177900,11.988001,11.997828
3178800,11.980127,11.990198
3179700,11.972193,11.982416
3180600,11.964197,11.974512
3181500,11.956202,11.966547
3182400,11.948114,11.958551
3183300,11.939936,11.950464
3184200,11.931543,11.942286
3185100,11.922876,11.933863
3186000,11.914026,11.925287
3186900,11.905054,11.916529
3187800,11.8962345,11.907709
3188700,11.887598,11.898951
3189600,11.878931,11.890253
3190500,11.870203,11.881525
3191400,11.861414,11.8727665
3192300,11.852564,11.863977
3193200,11.843592,11.855097
3194100,11.8345585,11.846186
3195000,11.825403,11.8371525
3195900,11.816126,11.828028
3196800,11.806757,11.818811
3197700,11.797388,11.809504
3198600,11.78808,11.800196
3199500,11.778864,11.790918
3200400,11.769739,11.781702
3201300,11.760614,11.772547
3202200,11.751398,11.76333
3203100,11.742121,11.754084
3204000,11.732874,11.744867
3204900,11.723658,11.7356205
3205800,11.714502,11.726435
3206700,11.705378,11.717279
3207600,11.696283,11.708155
3208500,11.68722,11.69903
3209400,11.678125,11.689936
3210300,11.669062,11.680872
3211200,11.659967,11.671778
3212100,11.650904,11.662714
3213000,11.64184,11.65362
3213900,11.632776,11.644556
3214800,11.623713,11.635492
3215700,11.61471,11.626459
3216600,11.605738,11.617456
3217500,11.596827,11.608484
3218400,11.587915,11.599543
3219300,11.578943,11.59057
3220200,11.569757,11.581537
3221100,11.560877,11.572504
3222000,11.553614,11.564051
3222900,11.548883,11.55691
3223800,11.547266,11.551996
3224700,11.548853,11.549768
3225600,11.554041,11.550684
3226500,11.563044,11.555048
3227400,11.575373,11.562922
3228300,11.590174,11.573938
3229200,11.606897,11.58761
3230100,11.625147,11.603418
3231000,11.644648,11.620966
3231900,11.665155,11.639856
3232800,11.686579,11.659906
3233700,11.708857,11.680933
3234600,11.731836,11.702875
3235500,11.755274,11.725489
3236400,11.779139,11.748713
3237300,11.803431,11.772394
3238200,11.828089,11.796503
3239100,11.853144,11.821039
3240000,11.878443,11.845911
3240900,11.903864,11.8710575
3241800,11.929346,11.896387
3242700,11.954737,11.921778
3243600,11.980005,11.947138
3244500,12.00503,11.972376
3245400,12.029779,11.997431
3246300,12.0541935,12.022211
3247200,12.07818,12.046656
3248100,12.101618,12.0707035
3249000,12.124445,12.094233
3249900,12.14654,12.117182
3250800,12.167902,12.13946
3251700,12.188196,12.160913
3252600,12.206812,12.181238
3253500,12.223108,12.2000065
3254400,12.236567,12.216639
3255300,12.246973,12.230677
3256200,12.254297,12.241785
3257100,12.258387,12.249872
3258000,12.258997,12.254755
3258900,12.256159,12.256342
3259800,12.250574,12.254694
3260700,12.243525,12.250391
3261600,12.236231,12.24444
3262500,12.228998,12.237787
3263400,12.2217655,12.23086
3264300,12.214441,12.22378
3265200,12.207087,12.216578
3266100,12.199823,12.209284
3267000,12.192591,12.20199
3267900,12.18548,12.194788
3268800,12.178431,12.187647
3269700,12.171473,12.180567
3270600,12.164545,12.173578
3271500,12.157648,12.166651
3272400,12.150782,12.159723
3273300,12.143946,12.152857
3274200,12.13714,12.146021
3275100,12.130304,12.139185
3276000,12.123499,12.132349
3276900,12.1166935,12.125544
3277800,12.109949,12.118769
3278700,12.103266,12.112024
3279600,12.096582,12.10531
3280500,12.08996,12.098627
3281400,12.083399,12.092005
3282300,12.076838,12.085382
3283200,12.070307,12.078821
3284100,12.063807,12.07229
3285000,12.057306,12.06576
3285900,12.050806,12.059259
3286800,12.044306,12.052759
3287700,12.037836,12.046259
3288600,12.031336,12.039789
3289500,12.024866,12.033289
3290400,12.018366,12.026789
3291300,12.011896,12.020319
3292200,12.005426,12.013849
3293100,11.998957,12.007349
3294000,11.992456,12.000879
3294900,11.985987,11.99441
3295800,11.979517,11.98794
3296700,11.973047,11.98147
3297600,11.966578,11.975
3298500,11.960138,11.968531
3299400,11.953669,11.962061
3300300,11.947199,11.955591
3301200,11.940729,11.949121
3302100,11.93429,11.942682
3303000,11.92782,11.936213
3303900,11.9213505,11.929743
3304800,11.914911,11.923304
3305700,11.908442,11.916834
3306600,11.902033,11.910395
3307500,11.895624,11.903955
3308400,11.88946,11.897638
3309300,11.883692,11.891504
3310200,11.878626,11.885767
3311100,11.874628,11.880732
3312000,11.872156,11.876673
3312900,11.871515,11.874018
3313800,11.872675,11.87295
3314700,11.875391,11.87356
3315600,11.879389,11.875666
3316500,11.884546,11.879145
3317400,11.8909855,11.883936
3318300,11.899897,11.890345
3319200,11.912989,11.899286
3320100,11.931269,11.911982
3321000,11.953302,11.928888
3321900,11.976526,11.948938
3322800,11.999903,11.970819
3323700,12.023279,11.993555
3324600,12.046656,12.016596
3325500,12.070276,12.039881
3326400,12.094202,12.06344
3327300,12.1184635,12.087305
3328200,12.143,12.111444
3329100,12.167627,12.1357975
3330000,12.192194,12.160303
3330900,12.216608,12.184778
3331800,12.240747,12.209162
3332700,12.26449,12.233271
3333600,12.287775,12.257074
3334500,12.310541,12.280451
3335400,12.332666,12.303339
3336300,12.35412,12.325586
3337200,12.374811,12.347193
3338100,12.394434,12.368006
3339000,12.4125,12.38772
3339900,12.428339,12.405909
3340800,12.441492,12.422052
3341700,12.451685,12.435724
3342600,12.458948,12.44665
3343500,12.46316,12.454676
3344400,12.464228,12.459711
3345300,12.462305,12.461695
3346200,12.458216,12.460871
3347100,12.45318,12.457941
3348000,12.448084,12.453791
3348900,12.443079,12.449152
3349800,12.438044,12.444391
3350700,12.432978,12.439478
3351600,12.42782,12.4344425
3352500,12.422632,12.429316
3353400,12.417505,12.424189
3354300,12.412439,12.419062
3355200,12.407404,12.413965
3356100,12.402338,12.408899
3357000,12.397272,12.403833
3357900,12.392176,12.398767
3358800,12.387018,12.3936405
3359700,12.38183,12.388514
3360600,12.376673,12.383356
3361500,12.371515,12.378199
3362400,12.366358,12.373041
3363300,12.361261,12.367914
3364200,12.356226,12.362818
3365100,12.351221,12.357782
3366000,12.346247,12.3527775
3366900,12.341272,12.347773
3367800,12.336298,12.342768
3368700,12.331354,12.337793
3369600,12.32638,12.332819
3370500,12.321405,12.327845
3371400,12.316431,12.322901
3372300,12.311487,12.317926
3373200,12.306543,12.312952
3374100,12.3015995,12.308039
3375000,12.296717,12.303095
3375900,12.291864,12.298212
3376800,12.287043,12.29336
3377700,12.282282,12.288538
3378600,12.277552,12.283747
3379500,12.272882,12.2790165
3380400,12.268213,12.274286
3381300,12.263575,12.269617
3382200,12.258905,12.264948
3383100,12.254236,12.260279
3384000,12.2495365,12.2556095
3384900,12.244867,12.25094
3385800,12.240168,12.246241
3386700,12.235437,12.24151
3387600,12.230707,12.236811
3388500,12.225977,12.232111
3389400,12.221308,12.227411
3390300,12.216669,12.222742
3391200,12.212061,12.218103
3392100,12.207453,12.213465
3393000,12.202845,12.208857
3393900,12.198236,12.204218
3394800,12.193659,12.19964
3395700,12.189142,12.195063
3396600,12.184687,12.190546
3397500,12.180292,12.18606
3398400,12.175959,12.181665
3399300,12.171778,12.177362
3400200,12.167719,12.1731205
3401100,12.164118,12.169123
3402000,12.16189,12.165735
3402900,12.161676,12.163538
3403800,12.163599,12.16305
3404700,12.167536,12.1644535
3405600,12.173517,12.167841
3406500,12.181635,12.173243
3407400,12.191767,12.180719
3408300,12.203119,12.190058
3409200,12.213221,12.20019
3410100,12.220453,12.209528
3411000,12.225611,12.217035
3411900,12.231897,12.223444
3412800,12.2434635,12.231195
3413700,12.261896,12.243036
3414600,12.285547,12.260157
3415500,12.31045,12.281366
3416400,12.333918,12.3041935
3417300,12.355555,12.3267765
3418200,12.376062,12.348444
3419100,12.397089,12.369562
3420000,12.419855,12.391077
3420900,12.444788,12.413965
3421800,12.471186,12.438471
3422700,12.498102,12.464197
3423600,12.524836,12.490503
3424500,12.55102,12.516901
3425400,12.576227,12.542902
3426300,12.599939,12.5680485
3427200,12.621698,12.591852
3428100,12.641138,12.613886
3429000,12.65774,12.633661
3429900,12.670984,12.650751
3430800,12.679773,12.664484
3431700,12.683802,12.674158
3432600,12.683954,12.67956
3433500,12.682306,12.681482
3434400,12.679987,12.681238
3435300,12.677393,12.679773
3436200,12.674707,12.677668
3437100,12.672022,12.675257
3438000,12.669336,12.672724
3438900,12.666651,12.670099
3439800,12.663935,12.667444
3440700,12.661158,12.664728
3441600,12.65835,12.661951
3442500,12.655512,12.659174
3443400,12.652613,12.656336
3444300,12.649683,12.653467
3445200,12.646723,12.6505375
3446100,12.643732,12.647577
3447000,12.64068,12.644587
3447900,12.637598,12.641565
3448800,12.634485,12.638483
3449700,12.631311,12.635401
3450600,12.628138,12.632257
3451500,12.624903,12.629053
3452400,12.621607,12.625818
3453300,12.618311,12.622553
3454200,12.614954,12.619257
3455100,12.611536,12.6159
3456000,12.608088,12.612513
3456900,12.604609,12.609095
3457800,12.601099,12.605616
3458700,12.597528,12.602106
3459600,12.593927,12.598566
3460500,12.590265,12.594965
3461400,12.586573,12.591303
3462300,12.582788,12.58761
3463200,12.579004,12.583887
3464100,12.575129,12.580072
3465000,12.571253,12.576258
3465900,12.567286,12.572351
3466800,12.563288,12.568415
3467700,12.559229,12.564417
3468600,12.555109,12.560389
3469500,12.550959,12.556299
3470400,12.546747,12.552179
3471300,12.542566,12.547998
3472200,12.538355,12.5438175
3473100,12.534113,12.539606
3474000,12.529871,12.535364
3474900,12.525629,12.531153
3475800,12.521418,12.526911
3476700,12.517176,12.522669
3477600,12.512964,12.518427
3478500,12.508722,12.514215
3479400,12.504511,12.509974
3480300,12.500483,12.505854
3481200,12.496698,12.501825
3482100,12.493586,12.498133
3483000,12.49151,12.49502
3483900,12.491022,12.492945
3484800,12.493006,12.492395
3485700,12.497858,12.494043
3486600,12.505487,12.498224
3487500,12.515314,12.504969
3488400,12.527002,12.513971
3489300,12.540247,12.524927
3490200,12.554956,12.537561
3491100,12.571039,12.551722
3492000,12.588495,12.567316
3492900,12.607172,12.584284
3493800,12.626947,12.602533
3494700,12.647516,12.62182
3495600,12.668604,12.641993
3496500,12.690119,12.662775
3497400,12.711939,12.684076
3498300,12.734034,12.705713
3499200,12.756372,12.727686
3500100,12.778925,12.749903
3501000,12.8015995,12.772333
3501900,12.824274,12.794916
3502800,12.846857,12.817499
3503700,12.869165,12.840021
3504600,12.891108,12.8623295
3505500,12.912622,12.884333
3506400,12.933588,12.905909
3507300,12.953882,12.926935
3508200,12.973444,12.947351
3509100,12.992121,12.967066
3510000,13.009729,12.985865
3510900,13.026026,13.003656
3511800,13.040796,13.020227
3512700,13.053675,13.035242
3513600,13.064081,13.048395
3514500,13.071772,13.05929
3515400,13.076685,13.067652
3516300,13.079309,13.07345
3517200,13.080042,13.076929
3518100,13.07934,13.078455
3519000,13.077723,13.078455
3519900,13.07583,13.077509
3520800,13.073816,13.075983
3521700,13.071741,13.0741825
3522600,13.069605,13.072229
3523500,13.067377,13.070154
3524400,13.065088,13.067987
3525300,13.062769,13.065729
3526200,13.06045,13.06344
3527100,13.05813,13.061121
3528000,13.055811,13.058802
3528900,13.053492,13.056482
3529800,13.051172,13.054163
3530700,13.048822,13.051844
3531600,13.046473,13.049494
3532500,13.044153,13.047174
3533400,13.041712,13.044794
3534300,13.03927,13.042383
3535200,13.0367985,13.039942
3536100,13.034327,13.0375
3537000,13.031855,13.035028
3537900,13.029383,13.032587
3538800,13.026911,13.030115
3539700,13.024439,13.027643
3540600,13.021967,13.025171
3541500,13.019495,13.022699
3542400,13.017023,13.020227
3543300,13.014521,13.017725
3544200,13.011957,13.015223
3545100,13.009363,13.012659
3546000,13.006769,13.010096
3546900,13.004145,13.007502
