Time|s,zon.T|degC
138600,21.022882
138824.23,20.999994
138824.23,20.999994
139500,21.979944
139866.56,22.999994
139866.56,22.999994
140400,23.637323
141300,23.086145
142200,22.33761
143100,21.791315
144000,21.436579
144900,21.21264
145800,21.071009
146466.08,20.999994
146466.08,20.999994
146700,21.12243
147507.08,22.999994
147507.08,22.999994
147600,23.23324
148500,23.453913
149400,22.69311
150300,22.041285
151200,21.60113
152100,21.320765
153000,21.143915
153900,21.031153
154237.36,20.999994
154237.36,20.999994
154800,21.707361
155277.27,22.999994
155277.27,22.999994
155700,23.617884
156600,23.194422
157500,22.43661
158400,21.86654
159300,21.493372
160200,21.257502
161100,21.108515
162000,21.012995
162158.78,20.999994
162158.78,20.999994
162900,22.15896
163197.34,22.999994
163197.34,22.999994
163800,23.641993
164700,23.044397
165600,22.3146
166500,21.789484
167400,21.44961
168300,21.235102
169200,21.099146
170100,21.011438
170250.83,20.999994
170250.83,20.999994
171000,22.18255
171288.31,22.999994
171288.31,22.999994
171900,23.643213
172800,23.042017
173700,22.315485
174600,21.793207
175500,21.455103
176400,21.241602
177300,21.106226
178200,21.018885
178456.31,20.999994
178456.31,20.999994
179100,21.908716
179493.08,22.999994
179493.08,22.999994
180000,23.64535
180900,23.137018
181800,22.395777
182700,21.849634
183600,21.49386
184500,21.268976
185400,21.126673
186300,21.03509
186777.84,20.999994
186777.84,20.999994
187200,21.414515
187813.88,22.999994
187813.88,22.999994
188100,23.530115
189000,23.326227
189900,22.567926
190800,21.969477
191700,21.572596
192600,21.320673
193500,21.16128
194400,21.058954
195166.12,20.999994
195166.12,20.999994
195300,21.038263
196200,22.994104
196202.02,22.999994
196202.02,22.999994
197100,23.534052
198000,22.803919
198900,22.137568
199800,21.680933
200700,21.388605
201600,21.20376
202500,21.085688
203400,21.00854
203526.22,20.999994
203526.22,20.999994
204300,22.252008
204562.42,22.999994
204562.42,22.999994
205200,23.642023
206100,23.026209
207000,22.305994
207900,21.790277
208800,21.456293
209700,21.244928
210600,21.110407
211500,21.023096
211816.3,20.999994
211816.3,20.999994
212400,21.762018
212852.94,22.999994
212852.94,22.999994
213300,23.63183
214200,23.18905
215100,22.44021
216000,21.879206
216900,21.511805
217800,21.279047
218700,21.131495
219600,21.036371
220075.84,20.999994
220075.84,20.999994
220500,21.417536
221112.55,22.999994
221112.55,22.999994
221400,23.530787
222300,23.322199
223200,22.562128
224100,21.962732
225000,21.56524
225900,21.3128
226800,21.15304
227700,21.05041
228335.27,20.999994
228335.27,20.999994
228600,21.1625
229371.95,22.999994
229371.95,22.999994
229500,23.305658
230400,23.444818
231300,22.690454
232200,22.052912
233100,21.623285
234000,21.34942
234900,21.176233
235800,21.065393
236592.16,20.999994
236592.16,20.999994
236700,21.023127
237600,22.915827
237628.88,22.999994
237628.88,22.999994
238500,23.547022
239400,22.82171
240300,22.148096
241200,21.684961
242100,21.3883
243000,21.2008
243900,21.081171
244800,21.003138
244844.98,20.999994
244844.98,20.999994
245700,22.476557
245881.72,22.999994
245881.72,22.999994
246600,23.618586
247500,22.95312
248400,22.247309
249300,21.749933
250200,21.429346
251100,21.22671
252000,21.097742
252900,21.013971
253094.2,20.999994
253094.2,20.999994
253800,22.068506
254130.97,22.999994
254130.97,22.999994
254700,23.648523
255600,23.082941
256500,22.350397
257400,21.818354
258300,21.472712
259200,21.254023
260100,21.115168
261000,21.025354
261340.25,20.999994
261340.25,20.999994
261900,21.70553
262377.03,22.999994
262377.03,22.999994
262800,23.622705
263700,23.208887
264600,22.45724
265500,21.890345
266400,21.518488
267300,21.282892
268200,21.13354
269100,21.037317
269583.47,20.999994
269583.47,20.999994
270000,21.402948
270620.28,22.999994
270620.28,22.999994
270900,23.522974
271800,23.327967
272700,22.567408
273600,21.965876
274500,21.566614
275400,21.312983
276300,21.1524
277200,21.04922
277813.5,20.999994
277813.5,20.999994
278100,21.190851
278850.44,22.999994
278850.44,22.999994
279000,23.344904
279900,23.428186
280800,22.671137
281700,22.038233
282600,21.612726
283500,21.341639
284400,21.170221
285300,21.06045
286029.16,20.999994
286029.16,20.999994
286200,21.064478
287066.12,22.999994
287066.12,22.999994
287100,23.093744
288000,23.50799
288900,22.766993
289800,22.107111
290700,21.657404
291600,21.37002
292500,21.18844
293400,21.072565
294255.53,20.999994
294255.53,20.999994
294300,21.001947
295200,22.731867
295292.3,22.999994
295292.3,22.999994
296100,23.58056
297000,22.875635
297900,22.188288
298800,21.711298
299700,21.405176
300600,21.211878
301500,21.08883
302400,21.008905
302527.5,20.999994
302527.5,20.999994
303300,22.24795
303563.97,22.999994
303563.97,22.999994
304200,23.641718
305100,23.026484
306000,22.306116
306900,21.790583
307800,21.457178
308700,21.246576
309600,21.11294
310500,21.026575
310873.94,20.999994
310873.94,20.999994
311400,21.63006
311909.9,22.999994
311909.9,22.999994
312300,23.608362
313200,23.240686
314100,22.488062
315000,21.914637
315900,21.537683
316800,21.298883
317700,21.1477
318600,21.0505
319275.75,20.999994
319275.75,20.999994
319500,21.115839
320311.56,22.999994
320311.56,22.999994
320400,23.22503
321300,23.476068
322200,22.728785
323100,22.083246
324000,21.64593
324900,21.366693
325800,21.189966
326700,21.076715
327600,21.002375
327635.75,20.999994
327635.75,20.999994
328500,22.503656
328672.06,22.999994
328672.06,22.999994
329400,23.616327
330300,22.947046
331200,22.243525
332100,21.748346
333000,21.429071
333900,21.227045
334800,21.098291
335700,21.01449
335901,20.999994
335901,20.999994
336600,22.050562
336937.84,22.999994
336937.84,22.999994
337500,23.648523
338400,23.088404
339300,22.354273
340200,21.820002
341100,21.472498
342000,21.252283
342900,21.112085
343800,21.021051
344073.53,20.999994
344073.53,20.999994
344700,21.864252
345111.16,22.999994
345111.16,22.999994
345600,23.640802
346500,23.14779
347400,22.401209
348300,21.848108
349200,21.486597
350100,21.257288
351000,21.111414
351900,21.01684
352108.2,20.999994
352108.2,20.999994
352800,22.028467
353146.78,22.999994
353146.78,22.999994
353700,23.644983
354600,23.08697
355500,22.347681
356400,21.808924
357300,21.458277
358200,21.235956
359100,21.094324
360000,21.002161
360026.3,20.999994
360026.3,20.999994
360900,22.522455
361065.9,22.999994
361065.9,22.999994
361800,23.604761
362700,22.922083
363600,22.21264
364500,21.713861
365400,21.391718
366300,21.187006
367200,21.055536
367734.66,20.999994
367734.66,20.999994
368100,21.306086
368776.56,22.999994
368776.56,22.999994
369000,23.454004
369900,23.351221
370800,22.577051
371700,21.9526
372600,21.535852
373500,21.27093
374400,21.104456
375300,21.0003
375303.28,20.999994
375303.28,20.999994
376200,22.587244
376343,22.999994
376343,22.999994
377100,23.597712
378000,22.912348
378900,22.221094
379800,21.745508
380700,21.448542
381600,21.270472
382500,21.166895
383400,21.109308
384300,21.080133
385200,21.06872
386100,21.068628
387000,21.075861
387900,21.087946
388800,21.103327
389700,21.120966
390600,21.1401
391500,21.160212
392400,21.180597
393300,21.200586
394200,21.219751
395100,21.23797
396000,21.255152
396900,21.271235
397800,21.286066
398700,21.299402
399600,21.310755
400500,21.31933
401400,21.324793
402300,21.327326
403200,21.327631
404100,21.32638
405000,21.323908
405900,21.320307
406800,21.315699
407700,21.310236
408600,21.30404
409500,21.297358
410400,21.290369
411300,21.283228
412200,21.275995
413100,21.268702
414000,21.261347
414900,21.2539
415800,21.246363
416700,21.238703
417600,21.230982
418500,21.22317
419400,21.215265
420300,21.20727
421200,21.199183
422100,21.191004
423000,21.182764
423900,21.174433
424800,21.16604
425700,21.157557
426600,21.149042
427500,21.140467
428400,21.131891
429300,21.123285
430200,21.114649
431100,21.105982
432000,21.097284
432900,21.088526
433800,21.079676
434700,21.070734
435600,21.0617
436500,21.052607
437400,21.043482
438300,21.034327
439200,21.02511
440100,21.015924
441000,21.006678
441648.28,20.999994
441648.28,20.999994
441900,21.151606
442677.28,22.999994
442677.28,22.999994
442800,23.300379
443700,23.497217
444600,22.774897
445500,22.15368
446400,21.731623
447300,21.460596
448200,21.287683
449100,21.175653
450000,21.101038
450900,21.049494
451800,21.012323
452166.78,20.999994
452166.78,20.999994
452700,21.653284
453197.44,22.999994
453197.44,22.999994
453600,23.624231
454500,23.260706
455400,22.521692
456300,21.956995
457200,21.58404
458100,21.346247
459000,21.194544
459900,21.096338
460800,21.03216
461459.3,20.999994
461459.3,20.999994
461700,21.137842
462489.6,22.999994
462489.6,22.999994
462600,23.273584
463500,23.487452
464400,22.761133
465300,22.142237
466200,21.730005
467100,21.474146
468000,21.319574
468900,21.22738
469800,21.172815
470700,21.140558
471600,21.1206
472500,21.106287
473400,21.094019
474300,21.082636
475200,21.07229
476100,21.063044
477000,21.054834
477900,21.047205
478800,21.039545
479700,21.031458
480600,21.022852
481500,21.013971
482400,21.005243
482976.06,20.999994
482976.06,20.999994
483300,21.251398
484004.22,22.999994
484004.22,22.999994
484200,23.428186
485100,23.45019
486000,22.72497
486900,22.124079
487800,21.720331
488700,21.462793
489600,21.299494
490500,21.194452
491400,21.124964
492300,21.077234
493200,21.04281
494100,21.016504
494783.88,20.999994
494783.88,20.999994
495000,21.11172
495813.3,22.999994
495813.3,22.999994
495900,23.223413
496800,23.508326
497700,22.781977
498600,22.146875
499500,21.713861
500400,21.43542
501300,21.257593
502200,21.142176
503100,21.065119
504000,21.011713
504245.38,20.999994
504245.38,20.999994
504900,21.942621
505278.47,22.999994
505278.47,22.999994
505800,23.655146
506700,23.144678
507600,22.411188
508500,21.869532
509400,21.51452
510300,21.287989
511200,21.142511
512100,21.0469
512715.7,20.999994
512715.7,20.999994
513000,21.187922
513752.75,22.999994
513752.75,22.999994
513900,23.340815
514800,23.429407
515700,22.67074
516600,22.03448
517500,21.605036
518400,21.329737
519300,21.153925
520200,21.039698
520624.28,20.999994
520624.28,20.999994
521100,21.515131
521665,22.999994
521665,22.999994
522000,23.567255
522900,23.26446
523800,22.494928
524700,21.89837
525600,21.503168
526500,21.250788
527400,21.089289
528135.44,20.999994
528135.44,20.999994
528300,21.055353
529179.75,22.999994
529179.75,22.999994
529200,23.056849
530100,23.491693
531000,22.7326
531900,22.054956
532800,21.5917
533700,21.294062
534600,21.104242
535336,20.999994
535336,20.999994
535500,21.052881
536383.9,22.999994
536383.9,22.999994
536400,23.045465
537300,23.483088
538200,22.715998
539100,22.031916
540000,21.564417
540900,21.264093
541800,21.072474
542278.25,20.999994
542278.25,20.999994
542700,21.394922
543329.7,22.999994
543329.7,22.999994
543600,23.500544
544500,23.276606
545400,22.483881
546300,21.862146
547200,21.453455
548100,21.198969
549000,21.044336
549375.44,20.999994
549375.44,20.999994
549900,21.617517
550417.1,22.999994
550417.1,22.999994
550800,23.597712
551700,23.228296
552600,22.47619
553500,21.911951
554400,21.550714
555300,21.331964
556200,21.2037
557100,21.131311
558000,21.093256
558900,21.076502
559800,21.073084
560700,21.07818
561600,21.088709
562500,21.102839
563400,21.119379
564300,21.137568
565200,21.156885
566100,21.176874
567000,21.197168
567900,21.217402
568800,21.237452
569700,21.257105
570600,21.27624
571500,21.294672
572400,21.31225
573300,21.328608
574200,21.34344
575100,21.356256
576000,21.366388
576900,21.37298
577800,21.375452
578700,21.374079
579600,21.369715
580500,21.363123
581400,21.354883
582300,21.345575
583200,21.335718
584100,21.325556
585000,21.31521
585900,21.304651
586800,21.29394
587700,21.283075
588600,21.272089
589500,21.261042
590400,21.249933
591300,21.238764
592200,21.227533
593100,21.216272
594000,21.20489
594900,21.193415
595800,21.181879
596700,21.170282
597600,21.158625
598500,21.146936
599400,21.135218
600300,21.12356
601200,21.111902
602100,21.100306
603000,21.088709
603900,21.077112
604800,21.065454
605700,21.053766
606600,21.041986
607500,21.030146
608400,21.018213
609300,21.00625
609768.75,20.999994
609768.75,20.999994
610200,21.437067
610798.5,22.999994
610798.5,22.999994
611100,23.55633
612000,23.362299
612900,22.627619
613800,22.044062
614700,21.65417
615600,21.404078
616500,21.243494
617400,21.1383
618300,21.067102
619200,21.016901
619579.6,20.999994
619579.6,20.999994
620100,21.621881
620612.25,22.999994
620612.25,22.999994
621000,23.612848
621900,23.261072
622800,22.51449
623700,21.941675
624600,21.562403
625500,21.319727
626400,21.163874
627300,21.061518
628078.56,20.999994
628078.56,20.999994
628200,21.03039
629100,22.953882
629115.8,22.999994
629115.8,22.999994
630000,23.53811
630900,22.807459
631800,22.135462
632700,21.675348
633600,21.383417
634500,21.203638
635400,21.095331
636300,21.03155
637045.44,20.999994
637045.44,20.999994
637200,21.056574
638072.56,22.999994
638072.56,22.999994
638100,23.077448
639000,23.548822
639900,22.843866
640800,22.211725
641700,21.78631
642600,21.521875
643500,21.362757
644400,21.268946
645300,21.214838
646200,21.184809
647100,21.169825
648000,21.164698
648900,21.166346
649800,21.172815
650700,21.18258
651600,21.194513
652500,21.208002
653400,21.222528
654300,21.237848
655200,21.253717
656100,21.269922
657000,21.286371
657900,21.302973
658800,21.319422
659700,21.335138
660600,21.349482
661500,21.36178
662400,21.371332
663300,21.377405
664200,21.37951
665100,21.378138
666000,21.374231
666900,21.368464
667800,21.361444
668700,21.353632
669600,21.345453
670500,21.33706
671400,21.328608
672300,21.320063
673200,21.311426
674100,21.302729
675000,21.294031
675900,21.285303
676800,21.276575
677700,21.267878
678600,21.25921
679500,21.250574
680400,21.241968
681300,21.233362
682200,21.224787
683100,21.216211
684000,21.207636
684900,21.19903
685800,21.190485
686700,21.18194
687600,21.173426
688500,21.164972
689400,21.156519
690300,21.148035
691200,21.139551
692100,21.131006
693000,21.122461
693900,21.113916
694800,21.105341
695700,21.096766
696600,21.08819
697500,21.079615
698400,21.07104
699300,21.062494
700200,21.05398
701100,21.045465
702000,21.037012
702900,21.028559
703800,21.020136
704700,21.011744
705600,21.003351
705959.1,20.999994
705959.1,20.999994
706500,21.671076
706987.8,22.999994
706987.8,22.999994
707400,23.637568
708300,23.28097
709200,22.556421
710100,22.00271
711000,21.637201
711900,21.404352
712800,21.255884
713700,21.15951
714600,21.095148
715500,21.050623
716400,21.018518
717069.44,20.999994
717069.44,20.999994
717300,21.127436
718098.75,22.999994
718098.75,22.999994
718200,23.25506
719100,23.498041
720000,22.770472
720900,22.141657
721800,21.716516
722700,21.446802
723600,21.278437
724500,21.173212
725400,21.10708
726300,21.06515
727200,21.038202
728100,21.020258
729000,21.007837
729791.4,20.999994
729791.4,20.999994
729900,21.028131
730800,22.949732
730817,22.999994
730817,22.999994
731700,23.587946
732600,22.902735
733500,22.263025
734400,21.82583
735300,21.549799
736200,21.379847
737100,21.275904
738000,21.212427
738900,21.17364
739800,21.150019
740700,21.136011
741600,21.128565
742500,21.126215
743400,21.127588
744300,21.131006
745200,21.134912
746100,21.138483
747000,21.14129
747900,21.142939
748800,21.143274
749700,21.142023
750600,21.139215
751500,21.134974
752400,21.129725
753300,21.124079
754200,21.11828
755100,21.112452
756000,21.106562
756900,21.10061
757800,21.09463
758700,21.088648
759600,21.082666
760500,21.076685
761400,21.070765
762300,21.064875
763200,21.059015
764100,21.053247
765000,21.04748
765900,21.041712
766800,21.035944
767700,21.030115
768600,21.024286
769500,21.018396
770400,21.012476
771300,21.006495
772200,21.000483
772274.1,20.999994
772274.1,20.999994
773100,22.41244
773302.2,22.999994
773302.2,22.999994
774000,23.662012
774900,23.049616
775800,22.366205
776700,21.879602
777600,21.564661
778500,21.365229
779400,21.238276
780300,21.155848
781200,21.100885
782100,21.062952
783000,21.0357
783900,21.015314
784761.06,20.999994
784761.06,20.999994
784800,21.002893
785700,22.738672
785789,22.999994
785789,22.999994
786600,23.613977
787500,22.940516
788400,22.27392
789300,21.809351
790200,21.510492
791100,21.321527
792000,21.201136
792900,21.12292
793800,21.070704
794700,21.034601
795600,21.008692
795972.8,20.999994
795972.8,20.999994
796500,21.64245
797001.4,22.999994
797001.4,22.999994
797400,23.62597
798300,23.277216
799200,22.545618
800100,21.986017
801000,21.617243
801900,21.38305
802800,21.234491
803700,21.138971
804600,21.07635
805500,21.034693
806400,21.007257
806730.75,20.999994
806730.75,20.999994
807300,21.7427
807757.25,22.999994
807757.25,22.999994
808200,23.65011
809100,23.256556
810000,22.543482
810900,22.011255
811800,21.669641
812700,21.461603
813600,21.338709
814500,21.26861
815400,21.231256
816300,21.21441
817200,21.210474
818100,21.21493
819000,21.224878
819900,21.238459
820800,21.25451
821700,21.272242
822600,21.291193
823500,21.310938
824400,21.331049
825300,21.351221
826200,21.371271
827100,21.391047
828000,21.410456
828900,21.429316
829800,21.447443
830700,21.464685
831600,21.480768
832500,21.495386
833400,21.508204
834300,21.518854
835200,21.52688
836100,21.531794
837000,21.53332
837900,21.531977
838800,21.52865
839700,21.524134
840600,21.518854
841500,21.513056
842400,21.506891
843300,21.500483
844200,21.49386
845100,21.487116
846000,21.480188
846900,21.473108
847800,21.465906
848700,21.458643
849600,21.451288
850500,21.443872
851400,21.436396
852300,21.428858
853200,21.421228
854100,21.413507
855000,21.405787
855900,21.398127
856800,21.390558
857700,21.383142
858600,21.375757
859500,21.368341
860400,21.360895
861300,21.353388
862200,21.34585
863100,21.338282
864000,21.330652
864900,21.322992
865800,21.315363
866700,21.307764
867600,21.300226
868500,21.29278
869400,21.285425
870300,21.278162
871200,21.27099
872100,21.26388
873000,21.25686
873900,21.249872
874800,21.242914
875700,21.236017
876600,21.22912
877500,21.222223
878400,21.215357
879300,21.20849
880200,21.201593
881100,21.194666
882000,21.187738
882900,21.18078
883800,21.173822
884700,21.166834
885600,21.159815
886500,21.152796
887400,21.145777
888300,21.138727
889200,21.131678
890100,21.124567
891000,21.117487
891900,21.110407
892800,21.103327
893700,21.096277
894600,21.089289
895500,21.082422
896400,21.0758
897300,21.069513
898200,21.063807
899100,21.058863
900000,21.054773
900900,21.051691
901800,21.049646
902700,21.048914
903600,21.049799
904500,21.053064
905400,21.059168
906300,21.067835
907200,21.077936
908100,21.088678
909000,21.09994
909900,21.11178
910800,21.124292
911700,21.137476
912600,21.1513
913500,21.165827
914400,21.181025
915300,21.196924
916200,21.213495
917100,21.230646
918000,21.248102
918900,21.265223
919800,21.281397
920700,21.295954
921600,21.3081
922500,21.317102
923400,21.322596
924300,21.324915
925200,21.324732
926100,21.322687
927000,21.3193
927900,21.315027
928800,21.310328
929700,21.305414
930600,21.30041
931500,21.295343
932400,21.290247
933300,21.28515
934200,21.280085
935100,21.274958
936000,21.26983
936900,21.264673
937800,21.259516
938700,21.254358
939600,21.249231
940500,21.244104
941400,21.238977
942300,21.23382
943200,21.22857
944100,21.22323
945000,21.217829
945900,21.212366
946800,21.206873
947700,21.201319
948600,21.195765
949500,21.19015
950400,21.184504
951300,21.178827
952200,21.17309
953100,21.167383
954000,21.161615
954900,21.155909
955800,21.150171
956700,21.144495
957600,21.13885
958500,21.133265
959400,21.127771
960300,21.12234
961200,21.116999
962100,21.11178
963000,21.106623
963900,21.101557
964800,21.096552
965700,21.091608
966600,21.086664
967500,21.08169
968400,21.076715
969300,21.07168
970200,21.066553
971100,21.061365
972000,21.056116
972900,21.050806
973800,21.045465
974700,21.040155
975600,21.034998
976500,21.030207
977400,21.025965
978300,21.022364
979200,21.019495
980100,21.017298
981000,21.01565
981900,21.01443
982800,21.013147
983700,21.011225
984600,21.008204
985500,21.004053
986259.06,20.999994
986259.06,20.999994
986400,21.047052
987286.94,22.999994
987286.94,22.999994
987300,23.037897
988200,23.571741
989100,22.875696
990000,22.23623
990900,21.797113
991800,21.515863
992700,21.338282
993600,21.225214
994500,21.151758
995400,21.102777
996300,21.068995
997200,21.044855
998100,21.02688
999000,21.012964
999900,21.001764
1000060.25,20.999994
1000060.25,20.999994
1000800,22.176447
1001087.5,22.999994
1001087.5,22.999994
1001700,23.674097
1002600,23.114588
1003500,22.415277
1004400,21.909204
1005300,21.580652
1006200,21.37292
1007100,21.241205
1008000,21.156214
1008900,21.09997
1009800,21.061487
1010700,21.034113
1011600,21.013819
1012378.1,20.999994
1012378.1,20.999994
1012500,21.034906
1013400,22.982416
1013405.94,22.999994
1013405.94,22.999994
1014300,23.571955
1015200,22.871973
1016100,22.22265
1017000,21.77566
1017900,21.488886
1018800,21.307245
1019700,21.190973
1020600,21.114832
1021500,21.06338
1022400,21.027216
1023300,21.000696
1023326.9,20.999994
1023326.9,20.999994
1024200,22.545465
1024356.1,22.999994
1024356.1,22.999994
1025100,23.634394
1026000,22.982508
1026900,22.29754
1027800,21.814661
1028700,21.50268
1029600,21.304743
1030500,21.178125
1031400,21.095331
1032300,21.039484
1033200,21.00036
1033210.1,20.999994
1033210.1,20.999994
1034100,22.589167
1034241.2,22.999994
1034241.2,22.999994
1035000,23.621515
1035900,22.95489
1036800,22.267694
1037700,21.784784
1038600,21.472864
1039500,21.274805
1040400,21.147852
1041300,21.06457
1042200,21.008204
1042362.7,20.999994
1042362.7,20.999994
1043100,22.159113
1043395.94,22.999994
1043395.94,22.999994
1044000,23.654596
1044900,23.072687
1045800,22.35238
1046700,21.831507
1047600,21.49267
1048500,21.27746
1049400,21.139856
1050300,21.050043
1051018.4,20.999994
1051018.4,20.999994
1051200,21.07467
1052053.8,22.999994
1052053.8,22.999994
1052100,23.12591
1053000,23.50622
1053900,22.766687
1054800,22.111017
1055700,21.66366
1056600,21.376825
1057500,21.194605
1058400,21.077265
1059296.1,20.999994
1059296.1,20.999994
1059300,20.99975
1060200,22.61349
1060333.6,22.999994
1060333.6,22.999994
1061100,23.597803
1062000,22.906824
1062900,22.208185
1063800,21.71963
1064700,21.405329
1065600,21.207483
1066500,21.083704
1067400,21.006708
1067503.9,20.999994
1067503.9,20.999994
1068300,22.31811
1068537.9,22.999994
1068537.9,22.999994
1069200,23.643732
1070100,23.02514
1071000,22.325068
1071900,21.832605
1072800,21.521784
1073700,21.333338
1074600,21.221735
1075500,21.157587
1076400,21.122766
1077300,21.106318
1078200,21.101465
1079100,21.10409
1080000,21.111475
1080900,21.121576
1081800,21.13299
1082700,21.144648
1083600,21.155085
1084500,21.162409
1085400,21.16543
1086300,21.164942
1087200,21.163141
1088100,21.162317
1089000,21.163385
1089900,21.165491
1090800,21.166712
1091700,21.165522
1092600,21.161646
1093500,21.155787
1094400,21.148981
1095300,21.141748
1096200,21.134119
1097100,21.126245
1098000,21.11822
1098900,21.110102
1099800,21.101862
1100700,21.093622
1101600,21.085321
1102500,21.07702
1103400,21.06869
1104300,21.060297
1105200,21.051874
1106100,21.04339
1107000,21.034937
1107900,21.026545
1108800,21.018274
1109700,21.010126
1110600,21.002039
1110826.8,20.999994
1110826.8,20.999994
1111500,21.995935
1111855.4,22.999994
1111855.4,22.999994
1112400,23.675226
1113300,23.172724
1114200,22.462824
1115100,21.939814
1116000,21.597864
1116900,21.380518
1117800,21.241877
1118700,21.151667
1119600,21.091303
1120500,21.049372
1121400,21.019037
1122130,20.999994
1122130,20.999994
1122300,21.068567
1123159.1,22.999994
1123159.1,22.999994
1123200,23.113245
1124100,23.537745
1125000,22.820826
1125900,22.177362
1126800,21.737055
1127700,21.454584
1128600,21.275263
1129500,21.160028
1130400,21.0841
1131300,21.032434
1132084,20.999994
1132084,20.999994
1132200,21.030085
1133100,22.95614
1133114.9,22.999994
1133114.9,22.999994
1134000,23.561518
1134900,22.850946
1135800,22.191431
1136700,21.737482
1137600,21.446253
1138500,21.261774
1139400,21.143671
1140300,21.066278
1141200,21.01388
1141504.8,20.999994
1141504.8,20.999994
1142100,21.79696
1142536.8,22.999994
1142536.8,22.999994
1143000,23.645227
1143900,23.200037
1144800,22.463251
1145700,21.911646
1146600,21.549952
1147500,21.320307
1148400,21.17425
1149300,21.079737
1150200,21.016932
1150515.8,20.999994
